xpath,variable_name,variable_name_new,nch,description,location_code_xsd,location_code,form,version,part,line_number,scope,data_type_xsd,data_type_simple,cardinality,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/Country,F9_07_PZ_HCICFORADDRCTRY,F9_07_CONTXRS_CNTR_FRGN,23,Highest compensated independent contractor (top 5 above 100K) foreign address country,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,CountryType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/Country,F9_07_PZ_HCICFORADDRCTRY,F9_07_CONTXRS_CNTR_FRGN,23,Highest compensated independent contractor (top 5 above 100K) foreign address country,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,CountryType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/CountryCd,F9_07_PZ_HCICFORADDRCTRY,F9_07_CONTXRS_CNTR_FRGN,23,Highest compensated independent contractor (top 5 above 100K) foreign address country,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,CountryType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionB/ContractorCompensation/AddressOfContractor/AddressForeign/Country,F9_07_PC_CCAOCAFCOUNT,F9_07_CONTXRS_CNTR_FRGN,23,Address Foreign - Country,,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,,text,MANY,F9-P07-T02-CONTRACTORS,,,,,,,
/Return/ReturnData/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressForeign/Country,F9_07_PZ_HCICFORADDRCTRY,F9_07_CONTXRS_CNTR_FRGN,23,Highest compensated independent contractor (top 5 above 100K) foreign address country,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressForeign] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,CountryType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/CompensationOfHghstPdCntrctGrp/CompensationAmt,F9_07_PZ_HCICCOMPENSATION,F9_07_CONTXRS_COMP,18,Highest compensated independent contractor (top 5 above 100K) compensation,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [CompensationAmt] Part VI Line 51 Column (c),F990-EZ-PART-06-LINE-51-COL-C,F990,EZ,PART-07,Line 51 Column (C),PZ,USAmountNNType,numeric,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/CompOfHghstPaidCntrctProfSer/Compensation,F9_07_PZ_HCICCOMPENSATION,F9_07_CONTXRS_COMP,18,Highest compensated independent contractor (top 5 above 100K) compensation,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [Compensation] Part VI Line 51 Column (c),F990-EZ-PART-06-LINE-51-COL-C,F990,EZ,PART-07,Line 51 Column (C),PZ,USAmountNNType,numeric,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/Compensation,F9_07_PZ_HCICCOMPENSATION,F9_07_CONTXRS_COMP,18,Highest compensated independent contractor (top 5 above 100K) compensation,[ContractorCompensation] Part VII Section B; [Compensation] Part VII Section B Line 1(C),F990-PC-PART-07-SECTION-B-LINE-01-COL-C,F990,PC,PART-07,Section B Line 01 Column (C),PZ,USAmountType,numeric,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/CompensationAmt,F9_07_PZ_HCICCOMPENSATION,F9_07_CONTXRS_COMP,18,Highest compensated independent contractor (top 5 above 100K) compensation,[ContractorCompensationGrp] Part VII Section B; [CompensationAmt] Part VII Section B Line 1(C),F990-PC-PART-07-SECTION-B-LINE-01-COL-C,F990,PC,PART-07,Section B Line 01 Column (C),PZ,USAmountType,numeric,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionB/ContractorCompensation/Compensation,F9_07_PC_CONTCOMPCOMP,F9_07_CONTXRS_COMP,18,Contractor Compensation - Compensation,,F990-PC-PART-07-SECTION-B-LINE-01-COL-C,F990,PC,PART-07,Section B Line 01 Column (C),PZ,,numeric,MANY,F9-P07-T02-CONTRACTORS,,,,,,,
/Return/ReturnData/IRS990EZ/CompensationOfHghstPdCntrctGrp/ServiceTypeTxt,F9_07_PZ_HCICSERVICES,F9_07_CONTXRS_DESC_SVC,22,Highest compensated independent contractor (top 5 above 100K) description of services,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [ServiceTypeTxt] Part VI Line 51 Column (b),F990-EZ-PART-06-LINE-51-COL-B,F990,EZ,PART-07,Line 51 Column (B),PZ,LineExplanationType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/CompOfHghstPaidCntrctProfSer/TypeOfService,F9_07_PZ_HCICSERVICES,F9_07_CONTXRS_DESC_SVC,22,Highest compensated independent contractor (top 5 above 100K) description of services,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [TypeOfService] Part VI Line 51 Column (b),F990-EZ-PART-06-LINE-51-COL-B,F990,EZ,PART-07,Line 51 Column (B),PZ,LineExplanationType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/DescriptionOfServices,F9_07_PZ_HCICSERVICES,F9_07_CONTXRS_DESC_SVC,22,Highest compensated independent contractor (top 5 above 100K) description of services,[ContractorCompensation] Part VII Section B; [DescriptionOfServices] Part VII Section B Line 1(B),F990-PC-PART-07-SECTION-B-LINE-01-COL-B,F990,PC,PART-07,Section B Line 01 Column (B),PZ,LineExplanationType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ServicesDesc,F9_07_PZ_HCICSERVICES,F9_07_CONTXRS_DESC_SVC,22,Highest compensated independent contractor (top 5 above 100K) description of services,[ContractorCompensationGrp] Part VII Section B; [ServicesDesc] Part VII Section B Line 1(B),F990-PC-PART-07-SECTION-B-LINE-01-COL-B,F990,PC,PART-07,Section B Line 01 Column (B),PZ,LineExplanationType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionB/ContractorCompensation/DescriptionOfServices,F9_07_PC_COCODEOFSEER,F9_07_CONTXRS_DESC_SVC,22,Description of services,,F990-PC-PART-07-SECTION-B-LINE-01-COL-B,F990,PC,PART-07,Section B Line 01 Column (B),PZ,,text,MANY,F9-P07-T02-CONTRACTORS,,,,,,,
/Return/ReturnData/IRS990EZ/CompensationOfHghstPdCntrctGrp/PersonNm,F9_07_PZ_HCICPERSONNAME,F9_07_CONTXRS_NAME,18,Highest compensated independent contractor (top 5 above 100K) person name,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [PersonNm] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,PersonNameType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/CompOfHghstPaidCntrctProfSer/NamePerson,F9_07_PZ_HCICPERSONNAME,F9_07_CONTXRS_NAME,18,Highest compensated independent contractor (top 5 above 100K) person name,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [NamePerson] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,PersonNameType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/NameOfContractor/NamePerson,F9_07_PZ_HCICPERSONNAME,F9_07_CONTXRS_NAME,18,Highest compensated independent contractor (top 5 above 100K) person name,[ContractorCompensation] Part VII Section B; [NamePerson] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,PersonNameType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorName/PersonNm,F9_07_PZ_HCICPERSONNAME,F9_07_CONTXRS_NAME,18,Highest compensated independent contractor (top 5 above 100K) person name,[ContractorCompensationGrp] Part VII Section B; [PersonNm] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,PersonNameType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionB/ContractorCompensation/NameOfContractor/NamePerson,F9_07_PC_CCNOCNPERSON,F9_07_CONTXRS_NAME,18,Name Of Contractor - Name - Person,,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,,text,MANY,F9-P07-T02-CONTRACTORS,,,,,,,
/Return/ReturnData/IRS990EZ/CntrctRcvdGreaterThan100KCnt,F9_07_PC_HCICNUMBER,F9_07_CONTXRS_NUM_COMP_GT_100K,30,Total number of independent contractors who received 100K+ from org,[CntrctRcvdGreaterThan100KCnt] Part VI Line 51d,F990-EZ-PART-06-LINE-51D,F990,EZ,PART-07,Line 51d,PZ,IntegerNNType,numeric,ONE,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/CntrctRcvdGreaterThan100KCnt,F9_07_PC_HCICNUMBER,F9_07_CONTXRS_NUM_COMP_GT_100K,30,Total number of independent contractors who received 100K+ from org,[CntrctRcvdGreaterThan100KCnt] Part VII Section B Line 2,F990-PC-PART-07-SECTION-B-LINE-02,F990,PC,PART-07,Section B Line 02,PZ,CountType,numeric,ONE,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionB/NumberOfContractorsGT100K,F9_07_PC_NUCOGTT1K,F9_07_CONTXRS_NUM_COMP_GT_100K,30,Number of contractors greater than $100K,,F990-PC-PART-07-SECTION-B-LINE-02,F990,PC,PART-07,Section B Line 02,PZ,,numeric,ONE,F9-P07-T02-CONTRACTORS,,,,,,,
/Return/ReturnData/IRS990/NumberOfContractorsGT100K,F9_07_PC_HCICNUMBER,F9_07_CONTXRS_NUM_COMP_GT_100K,30,Total number of independent contractors who received 100K+ from org,[NumberOfContractorsGT100K] Part VII Section B Line 2,F990-PC-PART-07-SECTION-B-LINE-02,F990,PC,PART-07,Section B Line 02,PZ,CountType,numeric,ONE,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/TotNumCntrctPdOver100KProfSer,F9_07_PC_HCICNUMBER,F9_07_CONTXRS_NUM_COMP_GT_100K,30,Total number of independent contractors who received 100K+ from org,[TotNumCntrctPdOver100KProfSer] Part VI Line 51d,F990-EZ-PART-06-LINE-51D,F990,EZ,PART-07,Line 51d,PZ,IntegerNNType,numeric,ONE,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressForeign/ProvinceOrState,F9_07_PZ_HCICFORADDRSTATE,F9_07_CONTXRS_STATE_FRGN,24,Highest compensated independent contractor (top 5 above 100K) foreign address province or state,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressForeign] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/ProvinceOrState,F9_07_PZ_HCICFORADDRSTATE,F9_07_CONTXRS_STATE_FRGN,24,Highest compensated independent contractor (top 5 above 100K) foreign address province or state,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/ProvinceOrState,F9_07_PZ_HCICFORADDRSTATE,F9_07_CONTXRS_STATE_FRGN,24,Highest compensated independent contractor (top 5 above 100K) foreign address province or state,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/ProvinceOrStateNm,F9_07_PZ_HCICFORADDRSTATE,F9_07_CONTXRS_STATE_FRGN,24,Highest compensated independent contractor (top 5 above 100K) foreign address province or state,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionB/ContractorCompensation/AddressOfContractor/AddressForeign/ProvinceOrState,F9_07_PC_CCAOCAFPOSTA,F9_07_CONTXRS_STATE_FRGN,24,Province or state,,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,,text,MANY,F9-P07-T02-CONTRACTORS,,,,,,,
/Return/ReturnData/IRS990EZ/CompensationOfHghstPdCntrctGrp/USAddress/State,F9_07_PC_CCCAASABBREV,F9_07_CONTXRS_STATE_US,22,Highest compensated independent contractor (top 5 above 100K) US address state,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [USAddress] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,StateType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990EZ/CompensationOfHghstPdCntrctGrp/USAddress/StateAbbreviationCd,F9_07_PC_CCCAASABBREV,F9_07_CONTXRS_STATE_US,22,Highest compensated independent contractor (top 5 above 100K) US address state,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [USAddress] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,StateType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressUS/State,F9_07_PC_CCCAASABBREV,F9_07_CONTXRS_STATE_US,22,Highest compensated independent contractor (top 5 above 100K) US address state,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressUS] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,StateType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressUS/State,F9_07_PC_CCCAASABBREV,F9_07_CONTXRS_STATE_US,22,Highest compensated independent contractor (top 5 above 100K) US address state,[ContractorCompensation] Part VII Section B; [AddressUS] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,StateType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/USAddress/State,F9_07_PC_CCCAASABBREV,F9_07_CONTXRS_STATE_US,22,Highest compensated independent contractor (top 5 above 100K) US address state,[ContractorCompensationGrp] Part VII Section B; [USAddress] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,StateType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/USAddress/StateAbbreviationCd,F9_07_PC_CCCAASABBREV,F9_07_CONTXRS_STATE_US,22,USAddress - StateAbbreviationCd,[ContractorCompensationGrp] Part VII Section B; [USAddress] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,StateType,text,MANY,F9-P07-T02-CONTRACTORS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionB/ContractorCompensation/AddressOfContractor/AddressUS/State,F9_07_PC_CCAOCASTATE,F9_07_CONTXRS_STATE_US,22,Address US - State,,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,,text,MANY,F9-P07-T02-CONTRACTORS,,,,,,,
/Return/ReturnData/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressForeign/PostalCode,F9_07_PZ_HCICFORADDRZIP,F9_07_CONTXRS_ZIP_FRGN,22,Highest compensated independent contractor (top 5 above 100K) foreign address zip code,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressForeign] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/PostalCode,F9_07_PZ_HCICFORADDRZIP,F9_07_CONTXRS_ZIP_FRGN,22,Highest compensated independent contractor (top 5 above 100K) foreign address zip code,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/ForeignPostalCd,F9_07_PZ_HCICFORADDRZIP,F9_07_CONTXRS_ZIP_FRGN,22,Highest compensated independent contractor (top 5 above 100K) foreign address zip code,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/PostalCode,F9_07_PZ_HCICFORADDRZIP,F9_07_CONTXRS_ZIP_FRGN,22,Highest compensated independent contractor (top 5 above 100K) foreign address zip code,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionB/ContractorCompensation/AddressOfContractor/AddressForeign/PostalCode,F9_07_PC_CCAOCAFPCODE,F9_07_CONTXRS_ZIP_FRGN,22,Address Foreign - Postal code,,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,,text,MANY,F9-P07-T02-CONTRACTORS,,,,,,,
/Return/ReturnData/IRS990EZ/CompensationOfHghstPdCntrctGrp/USAddress/ZIPCd,F9_07_PZ_HCICUSADDRZIP,F9_07_CONTXRS_ZIP_US,20,Highest compensated independent contractor (top 5 above 100K) US address zip code,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [USAddress] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,ZIPCodeType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/CompensationOfHghstPdCntrctGrp/USAddress/ZIPCode,F9_07_PZ_HCICUSADDRZIP,F9_07_CONTXRS_ZIP_US,20,Highest compensated independent contractor (top 5 above 100K) US address zip code,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [USAddress] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,ZIPCodeType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
