xpath,variable_name,rdb_relationship,rdb_table,label,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/UnrelatedBusIncmOverLimitInd,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,ONE,F9-P05-T00-OTHER-IRS-FILING,"Had unrelated business gross income of $1,000 or more [x]",Unrelated business income?,[UnrelatedBusIncmOverLimitInd] Part V Line 3a,F990-PC-PART-05-LINE-03A,F990-PC-PART-05-LINE-03A,F990,PC,PART-05,Line 03a,PZ,BooleanType,checkbox,TRUE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/UnrelatedBusinessIncome,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,ONE,F9-P05-T00-OTHER-IRS-FILING,"Had unrelated business gross income of $1,000 or more [x]",Unrelated business income?,[UnrelatedBusinessIncome] Part V Line 3a,F990-PC-PART-05-LINE-03A,F990-PC-PART-05-LINE-03A,F990,PC,PART-05,Line 03a,PZ,BooleanType,checkbox,TRUE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/OrganizationHadUBI,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,ONE,F9-P05-T00-OTHER-IRS-FILING,"Had unrelated business gross income of $1,000 or more [x]",Unrelated business income?,[OrganizationHadUBI] Part V Line 35a,F990-PC-PART-05-LINE-03A,F990-EZ-PART-05-LINE-35A,F990,EZ,PART-05,Line 35a,PZ,BooleanType,checkbox,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/OrganizationHadUBIInd,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,ONE,F9-P05-T00-OTHER-IRS-FILING,"Had unrelated business gross income of $1,000 or more [x]",Unrelated business income?,[OrganizationHadUBIInd] Part V Line 35a,F990-PC-PART-05-LINE-03A,F990-EZ-PART-05-LINE-35A,F990,EZ,PART-05,Line 35a,PZ,BooleanType,checkbox,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/UnrelatedBusIncmOverLimitInd,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,ONE,F9-P05-T00-OTHER-IRS-FILING,"Had unrelated business gross income of $1,000 or more [x]",Unrelated business income?,,F990-PC-PART-05-LINE-03A,F990-EZ-PART-05-LINE-35A,F990,EZ,PART-05,Line 35a,PZ,,checkbox,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990EZ/UnrelatedBusinessIncome,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,ONE,F9-P05-T00-OTHER-IRS-FILING,"Had unrelated business gross income of $1,000 or more [x]",Unrelated business income?,,F990-PC-PART-05-LINE-03A,F990-EZ-PART-05-LINE-35A,F990,EZ,PART-05,Line 35a,PZ,,checkbox,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990/Form990PartVI/OtherWebsite,F9_06_DISCLOSURE_AVBL_OTH_WEB_X,ONE,F9-P06-T00-GOVERNANCE,Another's website [x],Form990 Part VI - Other website,,F990-PC-PART-06-SECTION-C-LINE-18,F990-PC-PART-06-SECTION-C-LINE-18,F990,PC,PART-06,Section C Line 18,PC,,checkbox,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990/OtherWebsite,F9_06_DISCLOSURE_AVBL_OTH_WEB_X,ONE,F9-P06-T00-GOVERNANCE,Another's website [x],Form available on another's website,[OtherWebsite] Part VI Section C Line 18,F990-PC-PART-06-SECTION-C-LINE-18,F990-PC-PART-06-SECTION-C-LINE-18,F990,PC,PART-06,Section C Line 18,PC,CheckboxType,checkbox,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/OtherWebsiteInd,F9_06_DISCLOSURE_AVBL_OTH_WEB_X,ONE,F9-P06-T00-GOVERNANCE,Another's website [x],Form available on another's website,[OtherWebsiteInd] Part VI Section C Line 18,F990-PC-PART-06-SECTION-C-LINE-18,F990-PC-PART-06-SECTION-C-LINE-18,F990,PC,PART-06,Section C Line 18,PC,CheckboxType,checkbox,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/OtherInd,F9_06_DISCLOSURE_AVBL_OTH_X,ONE,F9-P06-T00-GOVERNANCE,Available in another location [x],Form available Other (explain in Schedule O),[OtherInd] Part VI Section C Line 18,F990-PC-PART-06-SECTION-C-LINE-18,F990-PC-PART-06-SECTION-C-LINE-18,F990,PC,PART-06,Section C Line 18,PC,CheckboxType,checkbox,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/Form990PartVI/OwnWebsite,F9_06_DISCLOSURE_AVBL_OWN_WEB_X,ONE,F9-P06-T00-GOVERNANCE,Own website [x],Form990 Part VI - Own website,,F990-PC-PART-06-SECTION-C-LINE-18,F990-PC-PART-06-SECTION-C-LINE-18,F990,PC,PART-06,Section C Line 18,PC,,checkbox,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990/OwnWebsite,F9_06_DISCLOSURE_AVBL_OWN_WEB_X,ONE,F9-P06-T00-GOVERNANCE,Own website [x],Form available on own website,[OwnWebsite] Part VI Section C Line 18,F990-PC-PART-06-SECTION-C-LINE-18,F990-PC-PART-06-SECTION-C-LINE-18,F990,PC,PART-06,Section C Line 18,PC,CheckboxType,checkbox,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/OwnWebsiteInd,F9_06_DISCLOSURE_AVBL_OWN_WEB_X,ONE,F9-P06-T00-GOVERNANCE,Own website [x],Form available on own website,[OwnWebsiteInd] Part VI Section C Line 18,F990-PC-PART-06-SECTION-C-LINE-18,F990-PC-PART-06-SECTION-C-LINE-18,F990,PC,PART-06,Section C Line 18,PC,CheckboxType,checkbox,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/Form990PartVI/UponRequest,F9_06_DISCLOSURE_AVBL_REQUEST_X,ONE,F9-P06-T00-GOVERNANCE,Available upon request [x],Form990 Part VI - Upon request,,F990-PC-PART-06-SECTION-C-LINE-18,F990-PC-PART-06-SECTION-C-LINE-18,F990,PC,PART-06,Section C Line 18,PC,,checkbox,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990/UponRequest,F9_06_DISCLOSURE_AVBL_REQUEST_X,ONE,F9-P06-T00-GOVERNANCE,Available upon request [x],Form available upon request,[UponRequest] Part VI Section C Line 18,F990-PC-PART-06-SECTION-C-LINE-18,F990-PC-PART-06-SECTION-C-LINE-18,F990,PC,PART-06,Section C Line 18,PC,CheckboxType,checkbox,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/UponRequestInd,F9_06_DISCLOSURE_AVBL_REQUEST_X,ONE,F9-P06-T00-GOVERNANCE,Available upon request [x],Form available upon request,[UponRequestInd] Part VI Section C Line 18,F990-PC-PART-06-SECTION-C-LINE-18,F990-PC-PART-06-SECTION-C-LINE-18,F990,PC,PART-06,Section C Line 18,PC,CheckboxType,checkbox,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/City,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: foreign address, city",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,TextType,text,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/CityNm,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: foreign address, city",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,TextType,text,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress/City,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: US  address, city",[USAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,CityType,text,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress/CityNm,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: US  address, city",[USAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,CityType,text,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressForeign/City,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,Address Foreign - City,,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,,text,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressUS/City,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,Address US - City,,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,,text,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/City,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: foreign address, city",[AddressForeign] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,TextType,text,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/City,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: US  address, city",[AddressUS] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,CityType,text,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/City,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: foreign address, city",[ForeignAddress] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,TextType,text,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/CityNm,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: foreign address, city",[ForeignAddress] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,TextType,text,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/USAddress/City,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: US  address, city",[USAddress] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,CityType,text,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/USAddress/CityNm,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: US  address, city",[USAddress] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,CityType,text,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressForeign/City,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: foreign address, city",[AddressForeign] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,TextType,text,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressUS/City,F9_06_DISCLOSURE_BOOK_ADDR_CITY,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records city,"Person who possesses the organization's books and records: US  address, city",[AddressUS] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,CityType,text,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/Country,F9_06_DISCLOSURE_BOOK_ADDR_CNTR,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records country,"Person who possesses the organization's books and records: foreign address, country",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,CountryType,text,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressForeign/Country,F9_06_DISCLOSURE_BOOK_ADDR_CNTR,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records country,Address Foreign - Country,,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,,text,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/Country,F9_06_DISCLOSURE_BOOK_ADDR_CNTR,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records country,"Person who possesses the organization's books and records: foreign address, country",[AddressForeign] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,CountryType,text,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/Country,F9_06_DISCLOSURE_BOOK_ADDR_CNTR,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records country,"Person who possesses the organization's books and records: foreign address, country",[ForeignAddress] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,CountryType,text,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/CountryCd,F9_06_DISCLOSURE_BOOK_ADDR_CNTR,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records country,"Person who possesses the organization's books and records: foreign address, country",[ForeignAddress] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,CountryType,text,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressForeign/Country,F9_06_DISCLOSURE_BOOK_ADDR_CNTR,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records country,"Person who possesses the organization's books and records: foreign address, country",[AddressForeign] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,CountryType,text,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine1,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,"Person who possesses the organization's books and records: foreign address, address line 1",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,StreetAddressType,text,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine1Txt,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,"Person who possesses the organization's books and records: foreign address, address line 1",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,StreetAddressType,text,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress/AddressLine1,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,Person who possesses the organization's books and records: US address line 1,[USAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,StreetAddressType,text,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress/AddressLine1Txt,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,Person who possesses the organization's books and records: US address line 1,[USAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,StreetAddressType,text,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressForeign/AddressLine1,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,Address Foreign - AddressLine1,,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,,text,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressUS/AddressLine1,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,Address US - AddressLine1,,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,,text,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/AddressLine1,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,"Person who possesses the organization's books and records: foreign address, address line 1",[AddressForeign] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,StreetAddressType,text,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/AddressLine1,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,Person who possesses the organization's books and records: US address line 1,[AddressUS] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC-PART-06-SECTION-C-LINE-20,F990,PC,PART-06,Section C Line 20,PZ,StreetAddressType,text,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/AddressLine1,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,"Person who possesses the organization's books and records: foreign address, address line 1",[ForeignAddress] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/AddressLine1Txt,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,"Person who possesses the organization's books and records: foreign address, address line 1",[ForeignAddress] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/USAddress/AddressLine1,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,Person who possesses the organization's books and records: US address line 1,[USAddress] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/USAddress/AddressLine1Txt,F9_06_DISCLOSURE_BOOK_ADDR_L1,ONE,F9-P06-T00-GOVERNANCE,Person possessing the organization's books and records street address line 1,Person who possesses the organization's books and records: US address line 1,[USAddress] Part V Line 42a,F990-PC-PART-06-SECTION-C-LINE-20,F990-EZ-PART-05-LINE-42A,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
