xpath,variable_name ,description,location_code_xsd,location_code,form,form_part,form_line_number,scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table ,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/ForeignAddress/ProvinceOrState,SC_01_ORG_ADDR_STATE,Sec527 Pol Orgs-Address Foreign - Province or state,[ForeignAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,TextType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/ForeignAddress/ProvinceOrStateNm,SC_01_ORG_ADDR_STATE,Sec527 Pol Orgs-Address Foreign - Province or state,[ForeignAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,TextType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartI/Sec527PolOrgs/AddressForeign/ProvinceOrState,SC_01_ORG_ADDR_STATE,Sec527 Pol Orgs-Address Foreign - Province or state,,SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,,text,one-to-many,SC-TABLE-01-SUPER-PACS,,,,,,
/Return/ReturnData/IRS990ScheduleC/Sec527PolOrgs/AddressForeign/PostalCode,SC_01_ORG_ADDR_ZIP,Sec527 Pol Orgs-Address Foreign - Postal code,[AddressForeign] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,TextType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/ForeignAddress/ForeignPostalCd,SC_01_ORG_ADDR_ZIP,Sec527 Pol Orgs-Address Foreign - Postal code,[ForeignAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,TextType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/ForeignAddress/PostalCode,SC_01_ORG_ADDR_ZIP,Sec527 Pol Orgs-Address Foreign - Postal code,[ForeignAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,TextType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartI/Sec527PolOrgs/AddressForeign/PostalCode,SC_01_ORG_ADDR_ZIP,Sec527 Pol Orgs-Address Foreign - Postal code,,SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,,text,one-to-many,SC-TABLE-01-SUPER-PACS,,,,,,
/Return/ReturnData/IRS990ScheduleC/Sec527PolOrgs/AddressUS/City,SC_01_ORG_ADDR_CITY,Sec527 Pol Orgs-Address US - City,[AddressUS] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,CityType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/City,SC_01_ORG_ADDR_CITY,Sec527 Pol Orgs-Address US - City,[USAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,CityType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/CityNm,SC_01_ORG_ADDR_CITY,Sec527 Pol Orgs-Address US - City,[USAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,CityType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartI/Sec527PolOrgs/AddressUS/City,SC_01_ORG_ADDR_CITY,Sec527 Pol Orgs-Address US - City,,SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,,text,one-to-many,SC-TABLE-01-SUPER-PACS,,,,,,
/Return/ReturnData/IRS990ScheduleC/Sec527PolOrgs/AddressUS/AddressLine1,SC_01_ORG_ADDR_L1,Sec527 Pol Orgs-Address US - AddressLine1,[AddressUS] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,StreetAddressType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/AddressLine1,SC_01_ORG_ADDR_L1,Sec527 Pol Orgs-Address US - AddressLine1,[USAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,StreetAddressType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/AddressLine1Txt,SC_01_ORG_ADDR_L1,Sec527 Pol Orgs-Address US - AddressLine1,[USAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,StreetAddressType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartI/Sec527PolOrgs/AddressUS/AddressLine1,SC_01_ORG_ADDR_L1,Sec527 Pol Orgs-Address US - AddressLine1,,SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,,text,one-to-many,SC-TABLE-01-SUPER-PACS,,,,,,
/Return/ReturnData/IRS990ScheduleC/Sec527PolOrgs/AddressUS/AddressLine2,SC_01_ORG_ADDR_L2,Sec527 Pol Orgs-Address US - AddressLine2,[AddressUS] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,StreetAddressType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/AddressLine2,SC_01_ORG_ADDR_L2,Sec527 Pol Orgs-Address US - AddressLine2,[USAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,StreetAddressType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/AddressLine2Txt,SC_01_ORG_ADDR_L2,Sec527 Pol Orgs-Address US - AddressLine2,[USAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,StreetAddressType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartI/Sec527PolOrgs/AddressUS/AddressLine2,SC_01_ORG_ADDR_L2,Sec527 Pol Orgs-Address US - AddressLine2,,SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,,text,one-to-many,SC-TABLE-01-SUPER-PACS,,,,,,
/Return/ReturnData/IRS990ScheduleC/Sec527PolOrgs/AddressUS/State,SC_01_ORG_ADDR_STATE,Sec527 Pol Orgs-Address US - State,[AddressUS] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,StateType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/State,SC_01_ORG_ADDR_STATE,Sec527 Pol Orgs-Address US - State,[USAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,StateType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/StateAbbreviationCd,SC_01_ORG_ADDR_STATE,Sec527 Pol Orgs-Address US - State,[USAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,StateType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartI/Sec527PolOrgs/AddressUS/State,SC_01_ORG_ADDR_STATE,Sec527 Pol Orgs-Address US - State,,SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,,text,one-to-many,SC-TABLE-01-SUPER-PACS,,,,,,
/Return/ReturnData/IRS990ScheduleC/Sec527PolOrgs/AddressUS/ZIPCode,SC_01_ORG_ADDR_ZIP,Sec527 Pol Orgs-Address US - ZIPCode,[AddressUS] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,ZIPCodeType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/ZIPCd,SC_01_ORG_ADDR_ZIP,Sec527 Pol Orgs-Address US - ZIPCode,[USAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,ZIPCodeType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/ZIPCode,SC_01_ORG_ADDR_ZIP,Sec527 Pol Orgs-Address US - ZIPCode,[USAddress] Part I-C Line 5(b),SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,ZIPCodeType,text,one-to-many,SC-TABLE-01-SUPER-PACS,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartI/Sec527PolOrgs/AddressUS/ZIPCode,SC_01_ORG_ADDR_ZIP,Sec527 Pol Orgs-Address US - ZIPCode,,SCHED-C-PART-01-C-LINE-5-COL-(b),SCHED-C,PART-01-C,Line 5 Column(b),PZ,,text,one-to-many,SC-TABLE-01-SUPER-PACS,,,,,,
/Return/ReturnData/IRS990ScheduleC/Sec527PolOrgs/EIN,SC_01_ORGS_EIN,Sec527 Pol Orgs - EIN,[EIN] Part I-C Line 5(c),SCHED-C-PART-01-C-LINE-5-COL-(c),SCHED-C,PART-01-C,Line 5 Column(c),PZ,EINType,numeric,one-to-many,SC-TABLE-01-SUPER-PACS,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/EIN,SC_01_ORGS_EIN,Sec527 Pol Orgs - EIN,[EIN] Part I-C Line 5(c),SCHED-C-PART-01-C-LINE-5-COL-(c),SCHED-C,PART-01-C,Line 5 Column(c),PZ,EINType,numeric,one-to-many,SC-TABLE-01-SUPER-PACS,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartI/Sec527PolOrgs/EIN,SC_01_ORGS_EIN,Sec527 Pol Orgs - EIN,,SCHED-C-PART-01-C-LINE-5-COL-(c),SCHED-C,PART-01-C,Line 5 Column(c),PZ,,numeric,one-to-many,SC-TABLE-01-SUPER-PACS,,,,,,
/Return/ReturnData/IRS990ScheduleC/Sec527PolOrgs/AmtPdFromInternalFunds,SC_01_ORGS_AMT_FUND_PAID,Sec527 Pol Orgs-Amount paid from filing organization’s funds,[AmtPdFromInternalFunds] Part I-C Line 5(d),SCHED-C-PART-01-C-LINE-5-COL-(d),SCHED-C,PART-01-C,Line 5 Column(d),PZ,USAmountType,numeric,one-to-many,SC-TABLE-01-SUPER-PACS,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/PaidInternalFundsAmt,SC_01_ORGS_AMT_FUND_PAID,Sec527 Pol Orgs-Amount paid from filing organization’s funds,[PaidInternalFundsAmt] Part I-C Line 5(d),SCHED-C-PART-01-C-LINE-5-COL-(d),SCHED-C,PART-01-C,Line 5 Column(d),PZ,USAmountType,numeric,one-to-many,SC-TABLE-01-SUPER-PACS,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartI/Sec527PolOrgs/AmtPdFromInternalFunds,SC_01_ORGS_AMT_FUND_PAID,Sec527 Pol Orgs-Amount paid from filing organization’s funds,,SCHED-C-PART-01-C-LINE-5-COL-(d),SCHED-C,PART-01-C,Line 5 Column(d),PZ,,numeric,one-to-many,SC-TABLE-01-SUPER-PACS,,,,,,
/Return/ReturnData/IRS990ScheduleC/Sec527PolOrgs/AmtOfContribsRecdDelivered,SC_01_ORGS_AMT_CONTR_DELIVE,Sec527 Pol Orgs-Amount of contributions received and delivered,[AmtOfContribsRecdDelivered] Part I-C Line 5(e),SCHED-C-PART-01-C-LINE-5-COL-(e),SCHED-C,PART-01-C,Line 5 Column(e),PZ,USAmountType,numeric,one-to-many,SC-TABLE-01-SUPER-PACS,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/ContributionsRcvdDlvrAmt,SC_01_ORGS_AMT_CONTR_DELIVE,Sec527 Pol Orgs-Amount of contributions received and delivered,[ContributionsRcvdDlvrAmt] Part I-C Line 5(e),SCHED-C-PART-01-C-LINE-5-COL-(e),SCHED-C,PART-01-C,Line 5 Column(e),PZ,USAmountType,numeric,one-to-many,SC-TABLE-01-SUPER-PACS,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartI/Sec527PolOrgs/AmtOfContribsRecdDelivered,SC_01_ORGS_AMT_CONTR_DELIVE,Sec527 Pol Orgs-Amount of contributions received and delivered,,SCHED-C-PART-01-C-LINE-5-COL-(e),SCHED-C,PART-01-C,Line 5 Column(e),PZ,,numeric,one-to-many,SC-TABLE-01-SUPER-PACS,,,,,,
/Return/ReturnData/IRS990ScheduleC/OrganizationBelongsAffltGrpInd,SC_02_ORGS_BELONG_AFFROU,Check if the organization belongs to an affiliated group,[OrganizationBelongsAffltGrpInd] Part II-A Line A,SCHED-C-PART-02-A-LINE-A,SCHED-C,PART-02-A,Line A,PZ,CheckboxType,text,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/OrgBelongsToAffiliatedGroup,SC_02_ORGS_BELONG_AFFROU,Check if the organization belongs to an affiliated group,[OrgBelongsToAffiliatedGroup] Part II-A Line A,SCHED-C-PART-02-A-LINE-A,SCHED-C,PART-02-A,Line A,PZ,CheckboxType,text,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/OrgBelongsToAffiliatedGroup,SC_02_ORGS_BELONG_AFFROU,Check if the organization belongs to an affiliated group,,SCHED-C-PART-02-A-LINE-A,SCHED-C,PART-02-A,Line A,PZ,,text,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/LimitedControlProvisionsAppInd,SC_02_LIMIT_CONTORL_SUPPLY,"Check if ""A"" is checked and ""limited control"" provisions apply",[LimitedControlProvisionsAppInd] Part II-A Line B,SCHED-C-PART-02-A-LINE-B,SCHED-C,PART-02-A,Line B,PZ,CheckboxType,text,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/LimitedControlProvisionsApply,SC_02_LIMIT_CONTORL_SUPPLY,"Check if ""A"" is checked and ""limited control"" provisions apply",[LimitedControlProvisionsApply] Part II-A Line B,SCHED-C-PART-02-A-LINE-B,SCHED-C,PART-02-A,Line B,PZ,,text,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/LimitedControlProvisionsApply,SC_02_LIMIT_CONTORL_SUPPLY,"Check if ""A"" is checked and ""limited control"" provisions apply",[LimitedControlProvisionsApply] Part II-A Line B,SCHED-C-PART-02-A-LINE-B,SCHED-C,PART-02-A,Line B,PZ,CheckboxType,text,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalGrassrootsLobbying/FilingOrganizationsTotals,SC_02_GRAS_LOB_FILEORG,Total Grassroots Lobbying Expenditures - Filing Organization's Totals,[TotalGrassrootsLobbying] Part II-A Line 1a; [FilingOrganizationsTotals] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1a-COL-(a),SCHED-C,PART-02-A,Line 1a Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalGrassrootsLobbyingGrp/FilingOrganizationsTotalAmt,SC_02_GRAS_LOB_FILEORG,Total Grassroots Lobbying Expenditures - Filing Organization's Totals,[TotalGrassrootsLobbyingGrp] Part II-A Line 1a; [FilingOrganizationsTotalAmt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1a-COL-(a),SCHED-C,PART-02-A,Line 1a Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalGrassrootsLobbying/FilingOrganizationsTotals,SC_02_GRAS_LOB_FILEORG,Total Grassroots Lobbying Expenditures - Filing Organization's Totals,,SCHED-C-PART-02-A-LINE-1a-COL-(a),SCHED-C,PART-02-A,Line 1a Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/TotalGrassrootsLobbying/AffiliatedGroupTotals,SC_02_GRAS_LOB_AFFGROU,Total Grassroots Lobbying Expenditures - Affiliated Group Totals,[TotalGrassrootsLobbying] Part II-A Line 1a; [AffiliatedGroupTotals] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1a-COL-(b),SCHED-C,PART-02-A,Line 1a Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalGrassrootsLobbyingGrp/AffiliatedGroupTotalAmt,SC_02_GRAS_LOB_AFFGROU,Total Grassroots Lobbying Expenditures - Affiliated Group Totals,[TotalGrassrootsLobbyingGrp] Part II-A Line 1a; [AffiliatedGroupTotalAmt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1a-COL-(b),SCHED-C,PART-02-A,Line 1a Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalGrassrootsLobbying/AffiliatedGroupTotals,SC_02_GRAS_LOB_AFFGROU,Total Grassroots Lobbying Expenditures - Affiliated Group Totals,,SCHED-C-PART-02-A-LINE-1a-COL-(b),SCHED-C,PART-02-A,Line 1a Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/TotalDirectLobbying/FilingOrganizationsTotals,SC_02_DIRECT_LOB_FILEORG,Total Direct Lobbying Expenditures - Filing Organization's Totals,[TotalDirectLobbying] Part II-A Line 1b; [FilingOrganizationsTotals] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1b-COL-(a),SCHED-C,PART-02-A,Line 1b Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalDirectLobbyingGrp/FilingOrganizationsTotalAmt,SC_02_DIRECT_LOB_FILEORG,Total Direct Lobbying Expenditures - Filing Organization's Totals,[TotalDirectLobbyingGrp] Part II-A Line 1b; [FilingOrganizationsTotalAmt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1b-COL-(a),SCHED-C,PART-02-A,Line 1b Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalDirectLobbying/FilingOrganizationsTotals,SC_02_DIRECT_LOB_FILEORG,Total Direct Lobbying Expenditures - Filing Organization's Totals,,SCHED-C-PART-02-A-LINE-1b-COL-(a),SCHED-C,PART-02-A,Line 1b Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/TotalDirectLobbying/AffiliatedGroupTotals,SC_02_DIRECT_LOB_AFFGROU,Total Direct Lobbying Expenditures - Affiliated Group Totals,[TotalDirectLobbying] Part II-A Line 1b; [AffiliatedGroupTotals] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1b-COL-(b),SCHED-C,PART-02-A,Line 1b Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalDirectLobbyingGrp/AffiliatedGroupTotalAmt,SC_02_DIRECT_LOB_AFFGROU,Total Direct Lobbying Expenditures - Affiliated Group Totals,[TotalDirectLobbyingGrp] Part II-A Line 1b; [AffiliatedGroupTotalAmt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1b-COL-(b),SCHED-C,PART-02-A,Line 1b Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
