xpath,variable_name,variable_name_new,nch,description,location_code_xsd,location_code,form,form,version,part,line_number,scope,data_type_xsd,data_type_simple,cardinality,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp/GrantsAndAllocationsAmt,F9_03_PZ_PGMSVCGRANTS,F9_03_PROG_GRANT,16,Program Accomplishment Grants,[ProgramSrvcAccomplishmentGrp] Part III Line (28-31); [GrantsAndAllocationsAmt] Part III,F990-EZ-PART-03-LINE-28-TO-LINE-31,F990-EZ,F990,EZ,PART-03,Line 28-31,PZ,USAmountNNType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/GrantAmt,F9_03_PZ_PGMSVCGRANTS,F9_03_PROG_GRANT,16,Program Accomplishment Grants,[GrantAmt] Part III Line 4a,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/GrantAmt,F9_03_PZ_PGMSVCGRANTS2,F9_03_PROG_GRANT,16,Program Accomplishment Grants,[ProgSrvcAccomActy2Grp] Part III Line 4b; [GrantAmt] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/GrantAmt,F9_03_PZ_PGMSVCGRANTS3,F9_03_PROG_GRANT,16,Program Accomplishment Grants,[ProgSrvcAccomActy3Grp] Part III Line 4c; [GrantAmt] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/GrantAmt,F9_03_PZ_PGMSVCGRANTS,F9_03_PROG_GRANT,16,Program Accomplishment Grants,[ProgSrvcAccomActyOtherGrp] Part III Line 4d; [GrantAmt] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/TotalOtherProgSrvcGrantAmt,F9_03_PC_TOOTPRSRGRRA,F9_03_PROG_GRANT,16,Total of other program service grants,[TotalOtherProgSrvcGrantAmt] Part III Line 4d,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/ProgramServiceAccomplishment/IncludesForeignGrants,F9_03_PZ_PGMSVCFOREIGN,F9_03_PROG_GRANT_FRGN_X,23,Were any foreign grants included for this program,[ProgramServiceAccomplishment] Part III Line (28-31); [IncludesForeignGrants] Part III,F990-EZ-PART-03-LINE-28-TO-LINE-31,F990-EZ,F990,EZ,PART-03,Line 28-31,EZ,CheckboxType,checkbox,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp/ForeignGrantsInd,F9_03_PZ_PGMSVCFOREIGN,F9_03_PROG_GRANT_FRGN_X,23,Were any foreign grants included for this program,[ProgramSrvcAccomplishmentGrp] Part III Line (28-31); [ForeignGrantsInd] Part III,F990-EZ-PART-03-LINE-28-TO-LINE-31,F990-EZ,F990,EZ,PART-03,Line 28-31,EZ,CheckboxType,checkbox,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Activity2/Revenue,F9_03_PC_PGMSVCREVENUE2,F9_03_PROG_REV,14,Program Accomplishment Revenue,[Activity2] Part III Line 4b; [Revenue] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Activity3/Revenue,F9_03_PC_PGMSVCREVENUE3,F9_03_PROG_REV,14,Program Accomplishment Revenue,[Activity3] Part III Line 4c; [Revenue] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ActivityOther/Revenue,F9_03_PC_PGMSVCREVENUE,F9_03_PROG_REV,14,Program Accomplishment Revenue,[ActivityOther] Part III Line 4d; [Revenue] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Revenue,F9_03_PC_PGMSVCREVENUE,F9_03_PROG_REV,14,Program Accomplishment Revenue,[Revenue] Part III Line 4a,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/TotalOfOtherProgramServiceRev,F9_03_PC_TOOTPRSEREEV,F9_03_PROG_REV,14,Total of other program service revenue,[TotalOfOtherProgramServiceRev] Part III Line 4d,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/RevenueAmt,F9_03_PC_PGMSVCREVENUE2,F9_03_PROG_REV,14,Program Accomplishment Revenue,[ProgSrvcAccomActy2Grp] Part III Line 4b; [RevenueAmt] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/RevenueAmt,F9_03_PC_PGMSVCREVENUE3,F9_03_PROG_REV,14,Program Accomplishment Revenue,[ProgSrvcAccomActy3Grp] Part III Line 4c; [RevenueAmt] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/RevenueAmt,F9_03_PC_PGMSVCREVENUE,F9_03_PROG_REV,14,Program Accomplishment Revenue,[ProgSrvcAccomActyOtherGrp] Part III Line 4d; [RevenueAmt] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/RevenueAmt,F9_03_PC_PGMSVCREVENUE,F9_03_PROG_REV,14,Program Accomplishment Revenue,[RevenueAmt] Part III Line 4a,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/TotalOtherProgSrvcRevenueAmt,F9_03_PC_TOOTPRSRREEV,F9_03_PROG_REV,14,Total of other program service revenue,[TotalOtherProgSrvcRevenueAmt] Part III Line 4d,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/InfoInScheduleOPartIII,F9_03_PZ_SCHEDOCBX,F9_03_SCHED_O_X,15,Was Schedule O used to respond to any part of Part III?,[InfoInScheduleOPartIII] Part III,F990-EZ-PART-03-LINE-00,F990-EZ,F990,EZ,PART-03,Line 0,PZ,CheckboxType,checkbox,ONE,F9-P03-TABLE-00-MISSION,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InfoInScheduleOPartIII,F9_03_PZ_SCHEDOCBX,F9_03_SCHED_O_X,15,Was Schedule O used to respond to any part of Part III?,[InfoInScheduleOPartIII] Part III,F990-PC-PART-03-LINE-00,F990-PC,F990,PC,PART-03,Line 0,PZ,CheckboxType,checkbox,ONE,F9-P03-TABLE-00-MISSION,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/InfoInScheduleOPartIIIInd,F9_03_PZ_SCHEDOCBX,F9_03_SCHED_O_X,15,Was Schedule O used to respond to any part of Part III?,[InfoInScheduleOPartIIIInd] Part III,F990-EZ-PART-03-LINE-00,F990-EZ,F990,EZ,PART-03,Line 0,PZ,CheckboxType,checkbox,ONE,F9-P03-TABLE-00-MISSION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/InfoInScheduleOPartIIIInd,F9_03_PZ_SCHEDOCBX,F9_03_SCHED_O_X,15,Was Schedule O used to respond to any part of Part III?,[InfoInScheduleOPartIIIInd] Part III,F990-PC-PART-03-LINE-00,F990-PC,F990,PC,PART-03,Line 0,PZ,CheckboxType,checkbox,ONE,F9-P03-TABLE-00-MISSION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/TotalProgramServiceExpenses,F9_03_PC_PGMSVCTOTREV,F9_03_TOT_PROG_EXP,18,Total Program Service Revenue (Accomplishments Summary),[TotalProgramServiceExpenses] Part III Line 32,F990-EZ-PART-03-LINE-32,F990-EZ,F990,EZ,PART-03,Line 32,PZ,USAmountNNType,numeric,ONE,F9-P03-TABLE-00-MISSION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/TotalProgramServiceExpense,F9_03_PC_PGMSVCTOTREV,F9_03_TOT_PROG_EXP,18,Total Program Service Revenue (Accomplishments Summary),[TotalProgramServiceExpense] Part III Line 4e,F990-PC-PART-03-LINE-04E,F990-PC,F990,PC,PART-03,Line 4e,PZ,USAmountType,numeric,ONE,F9-P03-TABLE-00-MISSION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/TotalProgramServiceExpensesAmt,F9_03_PC_PGMSVCTOTREV,F9_03_TOT_PROG_EXP,18,Total Program Service Revenue (Accomplishments Summary),[TotalProgramServiceExpensesAmt] Part III Line 32,F990-EZ-PART-03-LINE-32,F990-EZ,F990,EZ,PART-03,Line 32,PZ,USAmountNNType,numeric,ONE,F9-P03-TABLE-00-MISSION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/TotalProgramServiceExpensesAmt,F9_03_PC_PGMSVCTOTREV,F9_03_TOT_PROG_EXP,18,Total Program Service Revenue (Accomplishments Summary),[TotalProgramServiceExpensesAmt] Part III Line 4e,F990-PC-PART-03-LINE-04E,F990-PC,F990,PC,PART-03,Line 4e,PZ,USAmountType,numeric,ONE,F9-P03-TABLE-00-MISSION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
