xpath,variable_name_old ,variable_name_new,len(),description,location_code_xsd,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table ,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/CurrentTaxYearMinus1Year,SA_02_PZ_GIICTYMYEAR1O,SA_02_TOT_INCOME_GRO_CY_M1,26,Current tax year minus one year,[GrossInvestmentIncome170] Part II Line 8; [CurrentTaxYearMinus1Year] Part II and III Column (d),SCHED-A-PART-02-SECTION-B-LINE-08-COL-D,SCHED-A,SZ,PART-02,Section B Line 08 Column (D),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170Grp/CurrentTaxYearMinus1YearAmt,SA_02_PZ_GIICTYMYEAR1O,SA_02_TOT_INCOME_GRO_CY_M1,26,Current tax year minus one year,[GrossInvestmentIncome170Grp] Part II Line 8; [CurrentTaxYearMinus1YearAmt] Part II and III Column (d),SCHED-A-PART-02-SECTION-B-LINE-08-COL-D,SCHED-A,SZ,PART-02,Section B Line 08 Column (D),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/GrossInvestmentIncome/CurrentTaxYear,SA_02_PZ_GRININCUTAYE,SA_02_TOT_INCOME_GRO_CY,23,Current tax year,,SCHED-A-PART-02-SECTION-B-LINE-08-COL-E,SCHED-A,SZ,PART-02,Section B Line 08 Column (E),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/CurrentTaxYear,SA_02_PZ_GRININCUTAYEO,SA_02_TOT_INCOME_GRO_CY,23,Current tax year,[GrossInvestmentIncome170] Part II Line 8; [CurrentTaxYear] Part II and III Column (e),SCHED-A-PART-02-SECTION-B-LINE-08-COL-E,SCHED-A,SZ,PART-02,Section B Line 08 Column (E),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170Grp/CurrentTaxYearAmt,SA_02_PZ_GRININCUTAYEO,SA_02_TOT_INCOME_GRO_CY,23,Current tax year,[GrossInvestmentIncome170Grp] Part II Line 8; [CurrentTaxYearAmt] Part II and III Column (e),SCHED-A-PART-02-SECTION-B-LINE-08-COL-E,SCHED-A,SZ,PART-02,Section B Line 08 Column (E),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/GrossInvestmentIncome/Total,SA_02_PZ_GROINVINCTOT,SA_02_TOT_INCOME_GRO_TOT,24,Gross Investment Income - Total,,SCHED-A-PART-02-SECTION-B-LINE-08-COL-F,SCHED-A,SZ,PART-02,Section B Line 08 Column (F),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/Total,SA_02_PZ_GROINVINCTOTO,SA_02_TOT_INCOME_GRO_TOT,24,Gross Investment Income170 - Total,[GrossInvestmentIncome170] Part II Line 8; [Total] Part II and III Column (f),SCHED-A-PART-02-SECTION-B-LINE-08-COL-F,SCHED-A,SZ,PART-02,Section B Line 08 Column (F),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170Grp/TotalAmt,SA_02_PZ_GROINVINCTOTO,SA_02_TOT_INCOME_GRO_TOT,24,Gross Investment Income170 Grp - Total,[GrossInvestmentIncome170Grp] Part II Line 8; [TotalAmt] Part II and III Column (f),SCHED-A-PART-02-SECTION-B-LINE-08-COL-F,SCHED-A,SZ,PART-02,Section B Line 08 Column (F),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/NetUBI/CurrentTaxYearMinus4Years,SA_02_PZ_NUBICTYMYEAR4,SA_02_TOT_INCOME_NET_UBIZ_CY_M4,31,Current tax year minus four years,,SCHED-A-PART-02-SECTION-B-LINE-09-COL-A,SCHED-A,SZ,PART-02,Section B Line 09 Column (A),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/NetUBI/CurrentTaxYearMinus4Years,SA_02_PZ_NUBICTYMYEAR4,SA_02_TOT_INCOME_NET_UBIZ_CY_M4,31,Current tax year minus four years,[NetUBI] Part II Line 9; [CurrentTaxYearMinus4Years] Part II and III Column (a),SCHED-A-PART-02-SECTION-B-LINE-09-COL-A,SCHED-A,SZ,PART-02,Section B Line 09 Column (A),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/UnrelatedBusinessNetIncm170Grp/CurrentTaxYearMinus4YearsAmt,SA_02_PZ_UBNICTYMYEAR4,SA_02_TOT_INCOME_NET_UBIZ_CY_M4,31,Current tax year minus four years,[UnrelatedBusinessNetIncm170Grp] Part II Line 9; [CurrentTaxYearMinus4YearsAmt] Part II and III Column (a),SCHED-A-PART-02-SECTION-B-LINE-09-COL-A,SCHED-A,SZ,PART-02,Section B Line 09 Column (A),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/NetUBI/CurrentTaxYearMinus3Years,SA_02_PZ_NUBICTYMYEAR3,SA_02_TOT_INCOME_NET_UBIZ_CY_M3,31,Current tax year minus three years,,SCHED-A-PART-02-SECTION-B-LINE-09-COL-B,SCHED-A,SZ,PART-02,Section B Line 09 Column (B),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/NetUBI/CurrentTaxYearMinus3Years,SA_02_PZ_NUBICTYMYEAR3,SA_02_TOT_INCOME_NET_UBIZ_CY_M3,31,Current tax year minus three years,[NetUBI] Part II Line 9; [CurrentTaxYearMinus3Years] Part II and III Column (b),SCHED-A-PART-02-SECTION-B-LINE-09-COL-B,SCHED-A,SZ,PART-02,Section B Line 09 Column (B),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/UnrelatedBusinessNetIncm170Grp/CurrentTaxYearMinus3YearsAmt,SA_02_PZ_UBNICTYMYEAR3,SA_02_TOT_INCOME_NET_UBIZ_CY_M3,31,Current tax year minus three years,[UnrelatedBusinessNetIncm170Grp] Part II Line 9; [CurrentTaxYearMinus3YearsAmt] Part II and III Column (b),SCHED-A-PART-02-SECTION-B-LINE-09-COL-B,SCHED-A,SZ,PART-02,Section B Line 09 Column (B),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/NetUBI/CurrentTaxYearMinus2Years,SA_02_PZ_NUBICTYMYEAR2,SA_02_TOT_INCOME_NET_UBIZ_CY_M2,31,Current tax year minus two years,,SCHED-A-PART-02-SECTION-B-LINE-09-COL-C,SCHED-A,SZ,PART-02,Section B Line 09 Column (C),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/NetUBI/CurrentTaxYearMinus2Years,SA_02_PZ_NUBICTYMYEAR2,SA_02_TOT_INCOME_NET_UBIZ_CY_M2,31,Current tax year minus two years,[NetUBI] Part II Line 9; [CurrentTaxYearMinus2Years] Part II and III Column (c),SCHED-A-PART-02-SECTION-B-LINE-09-COL-C,SCHED-A,SZ,PART-02,Section B Line 09 Column (C),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/UnrelatedBusinessNetIncm170Grp/CurrentTaxYearMinus2YearsAmt,SA_02_PZ_UBNICTYMYEAR2,SA_02_TOT_INCOME_NET_UBIZ_CY_M2,31,Current tax year minus two years,[UnrelatedBusinessNetIncm170Grp] Part II Line 9; [CurrentTaxYearMinus2YearsAmt] Part II and III Column (c),SCHED-A-PART-02-SECTION-B-LINE-09-COL-C,SCHED-A,SZ,PART-02,Section B Line 09 Column (C),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/NetUBI/CurrentTaxYearMinus1Year,SA_02_PZ_NUBICTYMYEAR1,SA_02_TOT_INCOME_NET_UBIZ_CY_M1,31,Current tax year minus one year,,SCHED-A-PART-02-SECTION-B-LINE-09-COL-D,SCHED-A,SZ,PART-02,Section B Line 09 Column (D),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/NetUBI/CurrentTaxYearMinus1Year,SA_02_PZ_NUBICTYMYEAR1,SA_02_TOT_INCOME_NET_UBIZ_CY_M1,31,Current tax year minus one year,[NetUBI] Part II Line 9; [CurrentTaxYearMinus1Year] Part II and III Column (d),SCHED-A-PART-02-SECTION-B-LINE-09-COL-D,SCHED-A,SZ,PART-02,Section B Line 09 Column (D),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/UnrelatedBusinessNetIncm170Grp/CurrentTaxYearMinus1YearAmt,SA_02_PZ_UBNICTYMYEAR1,SA_02_TOT_INCOME_NET_UBIZ_CY_M1,31,Current tax year minus one year,[UnrelatedBusinessNetIncm170Grp] Part II Line 9; [CurrentTaxYearMinus1YearAmt] Part II and III Column (d),SCHED-A-PART-02-SECTION-B-LINE-09-COL-D,SCHED-A,SZ,PART-02,Section B Line 09 Column (D),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/NetUBI/CurrentTaxYear,SA_02_PZ_NUBICTYEAR,SA_02_TOT_INCOME_NET_UBIZ_CY,28,Current tax year,,SCHED-A-PART-02-SECTION-B-LINE-09-COL-E,SCHED-A,SZ,PART-02,Section B Line 09 Column (E),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/NetUBI/CurrentTaxYear,SA_02_PZ_NUBICTYEAR,SA_02_TOT_INCOME_NET_UBIZ_CY,28,Current tax year,[NetUBI] Part II Line 9; [CurrentTaxYear] Part II and III Column (e),SCHED-A-PART-02-SECTION-B-LINE-09-COL-E,SCHED-A,SZ,PART-02,Section B Line 09 Column (E),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/UnrelatedBusinessNetIncm170Grp/CurrentTaxYearAmt,SA_02_PZ_UBNICTYEAR,SA_02_TOT_INCOME_NET_UBIZ_CY,28,Current tax year,[UnrelatedBusinessNetIncm170Grp] Part II Line 9; [CurrentTaxYearAmt] Part II and III Column (e),SCHED-A-PART-02-SECTION-B-LINE-09-COL-E,SCHED-A,SZ,PART-02,Section B Line 09 Column (E),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/NetUBI/Total,SA_02_PZ_NEUBBIITTOOT,SA_02_TOT_INCOME_NET_UBIZ_TOT,29,Net UBI - Total,,SCHED-A-PART-02-SECTION-B-LINE-09-COL-F,SCHED-A,SZ,PART-02,Section B Line 09 Column (F),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/NetUBI/Total,SA_02_PZ_NEUBBIITTOOT,SA_02_TOT_INCOME_NET_UBIZ_TOT,29,Net UBI - Total,[NetUBI] Part II Line 9; [Total] Part II and III Column (f),SCHED-A-PART-02-SECTION-B-LINE-09-COL-F,SCHED-A,SZ,PART-02,Section B Line 09 Column (F),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/UnrelatedBusinessNetIncm170Grp/TotalAmt,SA_02_PZ_UNBUNEINTOOT,SA_02_TOT_INCOME_NET_UBIZ_TOT,29,Unrelated Business Net Incm170 Grp - Total,[UnrelatedBusinessNetIncm170Grp] Part II Line 9; [TotalAmt] Part II and III Column (f),SCHED-A-PART-02-SECTION-B-LINE-09-COL-F,SCHED-A,SZ,PART-02,Section B Line 09 Column (F),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/OtherIncome/CurrentTaxYearMinus4Years,SA_02_PZ_OICTYMYEARS4,SA_02_TOT_INCOME_OTH_CY_M4,26,Current tax year minus four years,,SCHED-A-PART-02-SECTION-B-LINE-10-COL-A,SCHED-A,SZ,PART-02,Section B Line 10 Column (A),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170/CurrentTaxYearMinus4Years,SA_02_PZ_OICTYMYEARS4O,SA_02_TOT_INCOME_OTH_CY_M4,26,Current tax year minus four years,[OtherIncome170] Part II Line 10; [CurrentTaxYearMinus4Years] Part II and III Column (a),SCHED-A-PART-02-SECTION-B-LINE-10-COL-A,SCHED-A,SZ,PART-02,Section B Line 10 Column (A),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/CurrentTaxYearMinus4YearsAmt,SA_02_PZ_OICTYMYEARS4O,SA_02_TOT_INCOME_OTH_CY_M4,26,Current tax year minus four years,[OtherIncome170Grp] Part II Line 10; [CurrentTaxYearMinus4YearsAmt] Part II and III Column (a),SCHED-A-PART-02-SECTION-B-LINE-10-COL-A,SCHED-A,SZ,PART-02,Section B Line 10 Column (A),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/OtherIncome/CurrentTaxYearMinus3Years,SA_02_PZ_OICTYMYEARS3,SA_02_TOT_INCOME_OTH_CY_M3,26,Current tax year minus three years,,SCHED-A-PART-02-SECTION-B-LINE-10-COL-B,SCHED-A,SZ,PART-02,Section B Line 10 Column (B),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170/CurrentTaxYearMinus3Years,SA_02_PZ_OICTYMYEARS3O,SA_02_TOT_INCOME_OTH_CY_M3,26,Current tax year minus three years,[OtherIncome170] Part II Line 10; [CurrentTaxYearMinus3Years] Part II and III Column (b),SCHED-A-PART-02-SECTION-B-LINE-10-COL-B,SCHED-A,SZ,PART-02,Section B Line 10 Column (B),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/CurrentTaxYearMinus3YearsAmt,SA_02_PZ_OICTYMYEARS3O,SA_02_TOT_INCOME_OTH_CY_M3,26,Current tax year minus three years,[OtherIncome170Grp] Part II Line 10; [CurrentTaxYearMinus3YearsAmt] Part II and III Column (b),SCHED-A-PART-02-SECTION-B-LINE-10-COL-B,SCHED-A,SZ,PART-02,Section B Line 10 Column (B),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/OtherIncome/CurrentTaxYearMinus2Years,SA_02_PZ_OICTYMYEARS2,SA_02_TOT_INCOME_OTH_CY_M2,26,Current tax year minus two years,,SCHED-A-PART-02-SECTION-B-LINE-10-COL-C,SCHED-A,SZ,PART-02,Section B Line 10 Column (C),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170/CurrentTaxYearMinus2Years,SA_02_PZ_OICTYMYEARS2O,SA_02_TOT_INCOME_OTH_CY_M2,26,Current tax year minus two years,[OtherIncome170] Part II Line 10; [CurrentTaxYearMinus2Years] Part II and III Column (c),SCHED-A-PART-02-SECTION-B-LINE-10-COL-C,SCHED-A,SZ,PART-02,Section B Line 10 Column (C),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/CurrentTaxYearMinus2YearsAmt,SA_02_PZ_OICTYMYEARS2O,SA_02_TOT_INCOME_OTH_CY_M2,26,Current tax year minus two years,[OtherIncome170Grp] Part II Line 10; [CurrentTaxYearMinus2YearsAmt] Part II and III Column (c),SCHED-A-PART-02-SECTION-B-LINE-10-COL-C,SCHED-A,SZ,PART-02,Section B Line 10 Column (C),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/OtherIncome/CurrentTaxYearMinus1Year,SA_02_PZ_OICTYMYEAR1,SA_02_TOT_INCOME_OTH_CY_M1,26,Current tax year minus one year,,SCHED-A-PART-02-SECTION-B-LINE-10-COL-D,SCHED-A,SZ,PART-02,Section B Line 10 Column (D),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170/CurrentTaxYearMinus1Year,SA_02_PZ_OICTYMYEAR1O,SA_02_TOT_INCOME_OTH_CY_M1,26,Current tax year minus one year,[OtherIncome170] Part II Line 10; [CurrentTaxYearMinus1Year] Part II and III Column (d),SCHED-A-PART-02-SECTION-B-LINE-10-COL-D,SCHED-A,SZ,PART-02,Section B Line 10 Column (D),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/CurrentTaxYearMinus1YearAmt,SA_02_PZ_OICTYMYEAR1O,SA_02_TOT_INCOME_OTH_CY_M1,26,Current tax year minus one year,[OtherIncome170Grp] Part II Line 10; [CurrentTaxYearMinus1YearAmt] Part II and III Column (d),SCHED-A-PART-02-SECTION-B-LINE-10-COL-D,SCHED-A,SZ,PART-02,Section B Line 10 Column (D),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/OtherIncome/CurrentTaxYear,SA_02_PZ_OTINCUTAYEEA,SA_02_TOT_INCOME_OTH_CY,23,Current tax year,,SCHED-A-PART-02-SECTION-B-LINE-10-COL-E,SCHED-A,SZ,PART-02,Section B Line 10 Column (E),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170/CurrentTaxYear,SA_02_PZ_OTINCUTAYEEAO,SA_02_TOT_INCOME_OTH_CY,23,Current tax year,[OtherIncome170] Part II Line 10; [CurrentTaxYear] Part II and III Column (e),SCHED-A-PART-02-SECTION-B-LINE-10-COL-E,SCHED-A,SZ,PART-02,Section B Line 10 Column (E),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/CurrentTaxYearAmt,SA_02_PZ_OTINCUTAYEEAO,SA_02_TOT_INCOME_OTH_CY,23,Current tax year,[OtherIncome170Grp] Part II Line 10; [CurrentTaxYearAmt] Part II and III Column (e),SCHED-A-PART-02-SECTION-B-LINE-10-COL-E,SCHED-A,SZ,PART-02,Section B Line 10 Column (E),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/OtherIncome/Total,SA_02_PZ_OTHEINCOTOTA,SA_02_TOT_INCOME_OTH_TOT,24,Other Income - Total,,SCHED-A-PART-02-SECTION-B-LINE-10-COL-F,SCHED-A,SZ,PART-02,Section B Line 10 Column (F),PZ,,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,,,,,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170/Total,SA_02_PZ_OTHEINCOTOTAO,SA_02_TOT_INCOME_OTH_TOT,24,Other Income170 - Total,[OtherIncome170] Part II Line 10; [Total] Part II and III Column (f),SCHED-A-PART-02-SECTION-B-LINE-10-COL-F,SCHED-A,SZ,PART-02,Section B Line 10 Column (F),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/TotalAmt,SA_02_PZ_OTHEINCOTOTAO,SA_02_TOT_INCOME_OTH_TOT,24,Other Income170 Grp - Total,[OtherIncome170Grp] Part II Line 10; [TotalAmt] Part II and III Column (f),SCHED-A-PART-02-SECTION-B-LINE-10-COL-F,SCHED-A,SZ,PART-02,Section B Line 10 Column (F),PZ,USAmountType,numeric,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
