variable_name,description,scope,location_code,form,part,data_type,required,cardinality,rdb_table,xpath,version,production_rule,last_version_modified
SD_05_PC_CURYEAOTHEXP,Other expenditures,PC,SCHED-D-PART-05-LINE-1e,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYear/OtherExpenditures,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CUYEMIYEADEX1,Administrative expenses,PC,SCHED-D-PART-05-LINE-1f,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus1Year/AdministrativeExpenses,2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CYMYBOYBALAN1,Beginning of year balance,PC,SCHED-D-PART-05-LINE-1a,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus1Year/BeginningOfYearBalance,2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CUYEMIYECOON1,Current Year Minus1 Year - Contributions,PC,SCHED-D-PART-05-LINE-1b,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus1Year/Contributions,2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CYMYEOYBALAN1,End of year balance,PC,SCHED-D-PART-05-LINE-1g,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus1Year/EndOfYearBalance,2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CYMYGOSCHOLA1,Grants or scholarships,PC,SCHED-D-PART-05-LINE-1d,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus1Year/GrantsOrScholarships,2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CYMYIEOLOSSE1,Investment earnings or losses,PC,SCHED-D-PART-05-LINE-1c,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus1Year/InvestmentEarningsOrLosses,2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CUYEMIYEOTEX1,Other expenditures,PC,SCHED-D-PART-05-LINE-1e,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus1Year/OtherExpenditures,2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CUYEMIYEADEX2,Administrative expenses,PC,SCHED-D-PART-05-LINE-1f,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus2Years/AdministrativeExpenses,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CYMYBOYBALAN2,Beginning of year balance,PC,SCHED-D-PART-05-LINE-1a,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus2Years/BeginningOfYearBalance,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CUYEMIYECOON2,Current Year Minus2 Years - Contributions,PC,SCHED-D-PART-05-LINE-1b,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus2Years/Contributions,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CYMYEOYBALAN2,End of year balance,PC,SCHED-D-PART-05-LINE-1g,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus2Years/EndOfYearBalance,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CYMYGOSCHOLA2,Grants or scholarships,PC,SCHED-D-PART-05-LINE-1d,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus2Years/GrantsOrScholarships,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CYMYIEOLOSSE2,Investment earnings or losses,PC,SCHED-D-PART-05-LINE-1c,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus2Years/InvestmentEarningsOrLosses,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CUYEMIYEOTEX2,Other expenditures,PC,SCHED-D-PART-05-LINE-1e,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus2Years/OtherExpenditures,2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
SD_05_PC_CUYEMIYEADEX3,Administrative expenses,PC,SCHED-D-PART-05-LINE-1f,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus3Years/AdministrativeExpenses,2011v1.4;2012v3.0;,,Oct-16-2017
SD_05_PC_CYMYBOYBALAN3,Beginning of year balance,PC,SCHED-D-PART-05-LINE-1a,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus3Years/BeginningOfYearBalance,2011v1.4;2012v3.0;,,Oct-16-2017
SD_05_PC_CUYEMIYECOON3,Current Year Minus3 Years - Contributions,PC,SCHED-D-PART-05-LINE-1b,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus3Years/Contributions,2011v1.4;2012v3.0;,,Oct-16-2017
SD_05_PC_CYMYEOYBALAN3,End of year balance,PC,SCHED-D-PART-05-LINE-1g,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus3Years/EndOfYearBalance,2011v1.4;2012v3.0;,,Oct-16-2017
SD_05_PC_CYMYGOSCHOLA3,Grants or scholarships,PC,SCHED-D-PART-05-LINE-1d,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus3Years/GrantsOrScholarships,2011v1.4;2012v3.0;,,Oct-16-2017
SD_05_PC_CYMYIEOLOSSE3,Investment earnings or losses,PC,SCHED-D-PART-05-LINE-1c,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus3Years/InvestmentEarningsOrLosses,2011v1.4;2012v3.0;,,Oct-16-2017
SD_05_PC_CUYEMIYEOTEX3,Other expenditures,PC,SCHED-D-PART-05-LINE-1e,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus3Years/OtherExpenditures,2011v1.4;2012v3.0;,,Oct-16-2017
SD_05_PC_CUYEMIYEADEX4,Administrative expenses,PC,SCHED-D-PART-05-LINE-1f,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/AdministrativeExpenses,2012v3.0;,,Oct-16-2017
SD_05_PC_CYMYBOYBALAN4,Beginning of year balance,PC,SCHED-D-PART-05-LINE-1a,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/BeginningOfYearBalance,2012v3.0;,,Oct-16-2017
SD_05_PC_CUYEMIYECOON4,Current Year Minus4 Years - Contributions,PC,SCHED-D-PART-05-LINE-1b,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/Contributions,2012v3.0;,,Oct-16-2017
SD_05_PC_CYMYEOYBALAN4,End of year balance,PC,SCHED-D-PART-05-LINE-1g,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/EndOfYearBalance,2012v3.0;,,Oct-16-2017
SD_05_PC_CYMYGOSCHOLA4,Grants or scholarships,PC,SCHED-D-PART-05-LINE-1d,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/GrantsOrScholarships,2012v3.0;,,Oct-16-2017
SD_05_PC_CYMYIEOLOSSE4,Investment earnings or losses,PC,SCHED-D-PART-05-LINE-1c,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/InvestmentEarningsOrLosses,2012v3.0;,,Oct-16-2017
SD_05_PC_CUYEMIYEOTEX4,Other expenditures,PC,SCHED-D-PART-05-LINE-1e,SCHED-D,PART-05,,,,,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/OtherExpenditures,2012v3.0;,,Oct-16-2017
SD_05_PC_CYYEENFUADEX,Administrative expenses,PC,SCHED-D-PART-05-LINE-1f,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/AdministrativeExpensesAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYEFBYBALANC,Beginning of year balance,PC,SCHED-D-PART-05-LINE-1a,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/BeginningYearBalanceAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYYEENFUCOON,CYEndwmt Fund Grp - Contributions,PC,SCHED-D-PART-05-LINE-1b,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/ContributionsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYEFEYBALANC,End of year balance,PC,SCHED-D-PART-05-LINE-1g,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/EndYearBalanceAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYEFGOSCHOLA,Grants or scholarships,PC,SCHED-D-PART-05-LINE-1d,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/GrantsOrScholarshipsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYEFIEOLOSSE,Investment earnings or losses,PC,SCHED-D-PART-05-LINE-1c,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/InvestmentEarningsOrLossesAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYYEENFUOTEX,Other expenditures,PC,SCHED-D-PART-05-LINE-1e,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/OtherExpendituresAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFAEXPENS1,Administrative expenses,PC,SCHED-D-PART-05-LINE-1f,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/AdministrativeExpensesAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFBYBALAN1,Beginning of year balance,PC,SCHED-D-PART-05-LINE-1a,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/BeginningYearBalanceAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYYMMIENFUCO1,CYMinus1 Yr Endwmt Fund Grp - Contributions,PC,SCHED-D-PART-05-LINE-1b,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/ContributionsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFEYBALAN1,End of year balance,PC,SCHED-D-PART-05-LINE-1g,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/EndYearBalanceAmt,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,,Oct-16-2017
SD_05_PC_CYMEFGOSCHOL1,Grants or scholarships,PC,SCHED-D-PART-05-LINE-1d,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/GrantsOrScholarshipsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFIEOLOSS1,Investment earnings or losses,PC,SCHED-D-PART-05-LINE-1c,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/InvestmentEarningsOrLossesAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFOEXPEND1,Other expenditures,PC,SCHED-D-PART-05-LINE-1e,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/OtherExpendituresAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFAEXPENS2,Administrative expenses,PC,SCHED-D-PART-05-LINE-1f,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/AdministrativeExpensesAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFBYBALAN2,Beginning of year balance,PC,SCHED-D-PART-05-LINE-1a,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/BeginningYearBalanceAmt,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,,Oct-16-2017
SD_05_PC_CYYMMIENFUCO2,CYMinus2 Yr Endwmt Fund Grp - Contributions,PC,SCHED-D-PART-05-LINE-1b,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/ContributionsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFEYBALAN2,End of year balance,PC,SCHED-D-PART-05-LINE-1g,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/EndYearBalanceAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFGOSCHOL2,Grants or scholarships,PC,SCHED-D-PART-05-LINE-1d,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/GrantsOrScholarshipsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFIEOLOSS2,Investment earnings or losses,PC,SCHED-D-PART-05-LINE-1c,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/InvestmentEarningsOrLossesAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFOEXPEND2,Other expenditures,PC,SCHED-D-PART-05-LINE-1e,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/OtherExpendituresAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFAEXPENS3,Administrative expenses,PC,SCHED-D-PART-05-LINE-1f,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/AdministrativeExpensesAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFBYBALAN3,Beginning of year balance,PC,SCHED-D-PART-05-LINE-1a,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/BeginningYearBalanceAmt,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,,Oct-16-2017
SD_05_PC_CYYMMIENFUCO3,CYMinus3 Yr Endwmt Fund Grp - Contributions,PC,SCHED-D-PART-05-LINE-1b,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/ContributionsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFEYBALAN3,End of year balance,PC,SCHED-D-PART-05-LINE-1g,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/EndYearBalanceAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFGOSCHOL3,Grants or scholarships,PC,SCHED-D-PART-05-LINE-1d,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/GrantsOrScholarshipsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFIEOLOSS3,Investment earnings or losses,PC,SCHED-D-PART-05-LINE-1c,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/InvestmentEarningsOrLossesAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFOEXPEND3,Other expenditures,PC,SCHED-D-PART-05-LINE-1e,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/OtherExpendituresAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFAEXPENS4,Administrative expenses,PC,SCHED-D-PART-05-LINE-1f,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/AdministrativeExpensesAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFBYBALAN4,Beginning of year balance,PC,SCHED-D-PART-05-LINE-1a,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/BeginningYearBalanceAmt,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,,Oct-16-2017
SD_05_PC_CYYMMIENFUCO4,CYMinus4 Yr Endwmt Fund Grp - Contributions,PC,SCHED-D-PART-05-LINE-1b,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/ContributionsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFEYBALAN4,End of year balance,PC,SCHED-D-PART-05-LINE-1g,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/EndYearBalanceAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFGOSCHOL4,Grants or scholarships,PC,SCHED-D-PART-05-LINE-1d,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/GrantsOrScholarshipsAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFIEOLOSS4,Investment earnings or losses,PC,SCHED-D-PART-05-LINE-1c,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/InvestmentEarningsOrLossesAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_05_PC_CYMEFOEXPEND4,Other expenditures,PC,SCHED-D-PART-05-LINE-1e,SCHED-D,PART-05,USAmountType,,,,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/OtherExpendituresAmt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_01_PC_DISFORCHAPRP,Did the organization inform all grantees; donors; and donor advisors in writing that grant funds may be used only for charitable purposes and not for the benefit of the donor or donor advisor?,PC,SCHED-D-PART-01-LINE-6,SCHED-D,PART-01,BooleanType,,,,/Return/ReturnData/IRS990ScheduleD/DisclosedForCharitablePrpsInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,,Oct-16-2017
SD_01_PC_DISFORCHAPUR,Did the organization inform all grantees; donors; and donor advisors in writing that grant funds may be used only for charitable purposes and not for the benefit of the donor or donor advisor?,PC,SCHED-D-PART-01-LINE-6,SCHED-D,PART-01,BooleanType,,,,/Return/ReturnData/IRS990ScheduleD/DisclosedForCharitablePurposes,2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,,Oct-16-2017
