Versions,Source,Line,Description,Type,MinOccur,MaxOccur,Xpath,2007v2.0,2007v2.1,2007v2.10,2007v2.11,2007v2.2,2007v2.3,2007v2.4,2007v2.6,2008v2.10,2008v2.5,2008v2.7,2008v2.9,2009v1.0,2009v1.1,2009v1.2,2009v1.3,2009v1.4,2009v1.7,2010v3.2,2010v3.4,2010v3.6,2010v3.7,2011v1.2,2011v1.3,2011v1.4,2011v1.5,2012v2.0,2012v2.1,2012v2.2,2012v2.3,2012v3.0,2013v3.0,2013v3.1,2013v4.0,2014v5.0,2014v6.0
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part I Line 1,"Contributions, gifts, grants, and similar amounts received",USAmountNNType,0,,/Return/ReturnData/IRS990EZ/ContributionsGiftsGrantsEtcAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16557,50225,13238,74684,4123
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part I Line 7b,Less: cost of goods sold,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/CostOfGoodsSold,12,,1,,,,,,,,80,,,20,1484,2428,161,2676,23350,4704,25,153,34123,64,,3242,37395,4598,814,1013,216,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part I Line 7b,Less: cost of goods sold,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/CostOfGoodsSoldAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5549,34357,8064,44003,2610
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part I Line 5b,Cost or other basis and sales expenses,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/CostOrOtherBasisExpenseSaleAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4985,31765,7255,40587,2344
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part I Line 5b,Cost or other basis and sales expenses,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/CostOtherBasisAndSalesExpenses,12,,,,,,,,1,,80,,,3,1327,2342,114,2528,22291,3558,6,45,31246,28,,2993,37378,2370,132,542,193,,,,,
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part V Line 37b,Did the organization file Form 1120-POL for this year?,BooleanType,0,,/Return/ReturnData/IRS990EZ/DidOrgFileForm1120POLThisYear,12,1,2,1,1,,,,12,2,82,,11,93,2186,3171,420,4533,33903,11974,245,1424,55107,266,,5195,37393,20059,4479,7841,324,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part V Line 37a,Direct or indirect political expenditures.,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/DirectIndirectPltclExpendAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21375,601,5895,23675,1591
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part V Line 37a,Direct or indirect political expenditures.,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/DirectIndirectPoliticalExpend,12,,,,,,,,1,,64,13,,,1314,226,1079,3779,7804,12347,1,64,21761,80,,2276,5707,20057,11,65,147,,,,,
2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part V Line 44b,Operate one or more hospital facilities?,BooleanType,,,/Return/ReturnData/IRS990EZ/DoesOrgHaveHospital,,,,,,,,,,,,,,,,,,,39793,21824,245,1464,73854,751,,7443,37867,41488,6087,7892,430,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part V Line 44a,Maintain any donor advised funds?,BooleanType,,,/Return/ReturnData/IRS990EZ/DonorAdvisedFndsInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21855,64424,17674,96466,5418
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part V Line 40b,"501(c)(3) and 501(c)(4) orgs: Did the organization engage in any section 4958 excess benefit transaction during the year, etc?",BooleanType,0,,/Return/ReturnData/IRS990EZ/EngagedInExcessBenefitTrans,12,1,2,1,1,,,,11,2,71,12,11,93,1910,2552,1238,6829,31868,17894,193,1214,59267,616,,6225,31055,32647,4909,6427,368,,,,,
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.2,IRS990EZ,Part V Line 40b,"501(c)(3) and 501(c)(4) orgs: Did the organization engage in any section 4958 excess benefit transaction
during the year, etc?",BooleanType,0,,/Return/ReturnData/IRS990EZ/EngagedInExcessBenefitTrans,12,1,2,1,1,,,,11,2,71,12,11,93,1910,2552,1238,6829,31868,17894,193,1214,59267,616,,6225,31055,32647,4909,6427,368,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part V Line 40b,"501(c)(3) and 501(c)(4) orgs: Did the organization engage in any section 4958 excess benefit transaction during the year, etc?",BooleanType,0,,/Return/ReturnData/IRS990EZ/EngagedInExcessBenefitTransInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17505,51483,14755,77750,4483
2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part VI Line 47,Did the organization engage in lobbying activities?,BooleanType,0,,/Return/ReturnData/IRS990EZ/EngageInLobbyingActivities,,,,,,,,,11,1,68,12,11,93,1702,2239,1112,6173,23007,15858,171,1083,52371,267,,5504,28593,27291,4083,5707,327,,,,,
2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,IRS990EZ,Part VI Line 46,Did the organization engage in direct or indirect political campaign activities on behalf of or in opposition to candidates for public office?,BooleanType,0,,/Return/ReturnData/IRS990EZ/EngagePoliticalCmpgnActivities,,,,,,,,,11,1,68,12,11,93,1702,2239,1111,6167,31913,21741,245,1454,70155,313,,7441,34924,40245,5440,7890,413,,,,,
2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part V Line 46,Did the organization engage in direct or indirect political campaign activities on behalf of or in opposition to candidates for public office?,BooleanType,0,,/Return/ReturnData/IRS990EZ/EngagePoliticalCmpgnActivities,,,,,,,,,11,1,68,12,11,93,1702,2239,1111,6167,31913,21741,245,1454,70155,313,,7441,34924,40245,5440,7890,413,,,,,
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part I Line 18,Excess or deficit,USAmountType,0,,/Return/ReturnData/IRS990EZ/ExcessOrDeficitForYear,12,1,2,1,1,,,,12,2,85,12,11,91,2211,3369,1552,8099,39131,21514,244,1438,72903,748,,7364,37311,40895,5983,7812,402,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part I Line 18,Excess or deficit,USAmountType,0,,/Return/ReturnData/IRS990EZ/ExcessOrDeficitForYearAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21700,63246,17404,94778,5371
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part I Line 13,Professional fees and other payments to independent contractors,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/FeesAndOtherPymtToIndCntrctAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16626,45675,11899,69078,3869
2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part I Line 13,Professional fees and other payments to independent contractors,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/FeesAndOthPymtToIndContractors,12,1,,,1,,,,8,1,83,10,6,70,1890,2439,1120,5626,28951,15557,179,956,53449,478,,4809,28430,28754,4189,5569,219,,,,,
2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part VI Line 52,Did the organization complete Schedule A?,BooleanType,0,,/Return/ReturnData/IRS990EZ/FiledScheduleA,,,,,,,,,,,,,,,,,,,24689,17749,171,1119,50924,448,,5570,19954,32805,5534,5750,319,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part VI Line 52,Did the organization complete Schedule A?,BooleanType,0,,/Return/ReturnData/IRS990EZ/FiledScheduleAInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221,43091,12538,66837,3735
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,B,Final return,CheckboxType,0,,/Return/ReturnData/IRS990EZ/FinalReturnInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,567,141,939,34
2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part V Line 42b,Did the organization have an interest in or authority over a financial account in a foreign country?,BooleanType,0,,/Return/ReturnData/IRS990EZ/ForeignFinancialAccount,12,1,2,1,1,,,,14,2,85,13,8,93,2173,3398,1574,8178,39704,21767,245,1459,72319,316,,7441,37867,40187,5441,7891,421,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part V Line 42b,Name of foreign country,CountryType,0,unbounded,/Return/ReturnData/IRS990EZ/ForeignFinancialAccountCntryCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,227,47,377,9
2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part V Line 42b,Name of foreign country,CountryType,0,unbounded,/Return/ReturnData/IRS990EZ/ForeignFinancialAccountCountry,,,,,,,,,,,,,,1,6,2,2,19,157,84,,2,299,6,,19,169,150,15,25,1,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part V Line 42b,Did the organization have an interest in or authority over a financial account in a foreign country?,BooleanType,0,,/Return/ReturnData/IRS990EZ/ForeignFinancialAccountInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21379,62985,17474,93988,5382
2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part V Line 42c,"At any time during the calender year, did the organization maintain an office outside of the U.S.?",BooleanType,0,,/Return/ReturnData/IRS990EZ/ForeignOffice,12,1,2,1,1,,,,14,2,85,13,11,93,2167,3398,1574,8179,39706,21745,245,1460,72246,317,,7440,37866,40136,5440,7892,419,,,,,
2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part V Line 42c,Name of foreign country,CountryType,0,unbounded,/Return/ReturnData/IRS990EZ/ForeignOfficeCountry,,,,,,,,,,,1,,,,9,5,1,13,170,98,,1,325,3,,16,191,158,13,25,1,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part V Line 42c,Name of foreign country,CountryType,0,unbounded,/Return/ReturnData/IRS990EZ/ForeignOfficeCountryCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,258,37,444,11
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part V Line 42c,"At any time during the calender year, did the organization maintain an office outside of the U.S.?",BooleanType,0,,/Return/ReturnData/IRS990EZ/ForeignOfficeInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21376,62920,17472,93916,5381
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part V Line 37b,Did the organization file Form 1120-POL for this year?,BooleanType,0,,/Return/ReturnData/IRS990EZ/Form1120PolFiledInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4204,61322,12382,73756,4038
2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part V Line 44d,Form 720 filed and taxes paid on indoor tanning services?,BooleanType,0,,/Return/ReturnData/IRS990EZ/Form720Filed,,,,,,,,,,,,,,,,,,,13254,751,,67,17368,4,,2824,20253,609,1461,6,104,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part V Line 44d,Form 720 filed and taxes paid on indoor tanning services?,BooleanType,0,,/Return/ReturnData/IRS990EZ/Form720FiledInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20859,4166,23364,1358
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part II - Column (A),Beginnning of year,USAmountNNType,1,,/Return/ReturnData/IRS990EZ/Form990TotalAssetsGrp/BOYAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21855,64424,17674,96466,5418
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part II - Column (B),Ending of year,USAmountNNType,1,,/Return/ReturnData/IRS990EZ/Form990TotalAssetsGrp/EOYAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21855,64424,17674,96466,5418
2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990EZ,Part I Line 6b,Fundraising gross income,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/FundraisingGrossIncome,,,,,,,,,,,,,,,,,,,26429,9319,84,453,43544,264,,4396,37501,12990,2055,2732,262,,,,,
2010v2.0,IRS990EZ,Part I Line 6b,Special events gross revenue,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/FundraisingGrossIncome,,,,,,,,,,,,,,,,,,,26429,9319,84,453,43544,264,,4396,37501,12990,2055,2732,262,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990EZ,Part I Line 6b,Fundraising gross income,USAmountNNType,0,,/Return/ReturnData/IRS990EZ/FundraisingGrossIncomeAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9586,40489,10736,55347,3503
