xpath,variable_name,variable_name_new,nch,description,location_code_xsd,location_code,form,scope,part,line_number,data_type_xsd,data_type_simple,cardinality,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/Form990PartX/LandBuildingsEquipmentBasis,F9_10_PC_LANBUIEQUBAS,F9_10_ASSETS_LAND_BLDG,22,Land; buildings; and equipment basis,,F990-PC-PART-10-LINE-10A,F990-PC,PC,PART-10,Line 10a,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/LandBldgEquipAccumDeprecAmt,F9_10_PC_DEPRECLANDBUILD,F9_10_ASSETS_LESS_DEPREC,24,"Accumulated depreciation of lands and buildings, beginning of year",[LandBldgEquipAccumDeprecAmt] Part X Line 10b,F990-PC-PART-10-LINE-10B,F990-PC,PC,PART-10,Line 10b,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/LandBldgEquipmentAccumDeprec,F9_10_PC_DEPRECLANDBUILD,F9_10_ASSETS_LESS_DEPREC,24,"Accumulated depreciation of lands and buildings, beginning of year",[LandBldgEquipmentAccumDeprec] Part X Line 10b,F990-PC-PART-10-LINE-10B,F990-PC,PC,PART-10,Line 10b,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartX/LandBldgEquipmentAccumDeprec,F9_10_PC_LABLEQACDEEP,F9_10_ASSETS_LESS_DEPREC,24,Less: accumulated depreciation,,F990-PC-PART-10-LINE-10B,F990-PC,PC,PART-10,Line 10b,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/Form990PartX/LandBuildingsEquipmentBasisNet/BOY,F9_10_PC_LBEBNBOY,F9_10_ASSETS_LESS_DEPREC_BOY,28,Beginnning of year,,F990-PC-PART-10-LINE-10C-BOY,F990-PC,PC,PART-10,Line 10c BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/LandBldgEquipBasisNetGrp/BOYAmt,F9_10_PZ_NETLANDBUILDBOY,F9_10_ASSETS_LESS_DEPREC_BOY,28,"Net value including lands, buildings, and equipment, beginning of year",[LandBldgEquipBasisNetGrp] Part X Line 10c; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-10C-BOY,F990-PC,PC,PART-10,Line 10c BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/LandBuildingsEquipmentBasisNet/BOY,F9_10_PZ_NETLANDBUILDBOY,F9_10_ASSETS_LESS_DEPREC_BOY,28,"Net value including lands, buildings, and equipment, beginning of year",[LandBuildingsEquipmentBasisNet] Part X Line 10c; [BOY] Part X Column (A),F990-PC-PART-10-LINE-10C-BOY,F990-PC,PC,PART-10,Line 10c BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartX/LandBuildingsEquipmentBasisNet/EOY,F9_10_PC_LBEBNEOY,F9_10_ASSETS_LESS_DEPREC_EOY,28,Ending of year,,F990-PC-PART-10-LINE-10C-EOY,F990-PC,PC,PART-10,Line 10c EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/LandBldgEquipBasisNetGrp/EOYAmt,F9_10_PZ_NETLANDBUILDEOY,F9_10_ASSETS_LESS_DEPREC_EOY,28,"Net value including lands, buildings, and equipment, end of year",[LandBldgEquipBasisNetGrp] Part X Line 10c; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-10C-EOY,F990-PC,PC,PART-10,Line 10c EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/LandBuildingsEquipmentBasisNet/EOY,F9_10_PZ_NETLANDBUILDEOY,F9_10_ASSETS_LESS_DEPREC_EOY,28,"Net value including lands, buildings, and equipment, end of year",[LandBuildingsEquipmentBasisNet] Part X Line 10c; [EOY] Part X Column (B),F990-PC-PART-10-LINE-10C-EOY,F990-PC,PC,PART-10,Line 10c EOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/RcvblFromDisqualifiedPrsnGrp/BOYAmt,F9_10_PC_LOANFROMDISQBOY,F9_10_ASSETS_LOANS_DISQUAL_BOY,30,"Loans and other receivables from disqualified persons, end of year",[RcvblFromDisqualifiedPrsnGrp] Part X Line 6; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-06-BOY,F990-PC,PC,PART-10,Line 06 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ReceivablesFromDisqualPersons/BOY,F9_10_PC_LOANFROMDISQBOY,F9_10_ASSETS_LOANS_DISQUAL_BOY,30,"Loans and other receivables from disqualified persons, end of year",[ReceivablesFromDisqualPersons] Part X Line 6; [BOY] Part X Column (A),F990-PC-PART-10-LINE-06-BOY,F990-PC,PC,PART-10,Line 06 BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartX/ReceivablesFromDisqualPersons/BOY,F9_10_PC_RFDPBOY,F9_10_ASSETS_LOANS_DISQUAL_BOY,30,Beginnning of year,,F990-PC-PART-10-LINE-06-BOY,F990-PC,PC,PART-10,Line 06 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/RcvblFromDisqualifiedPrsnGrp/EOYAmt,F9_10_PC_LOANFROMDISQEOY,F9_10_ASSETS_LOANS_DISQUAL_EOY,30,"Loans and other receivables from disqualified persons, end of year",[RcvblFromDisqualifiedPrsnGrp] Part X Line 6; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-06-EOY,F990-PC,PC,PART-10,Line 06 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ReceivablesFromDisqualPersons/EOY,F9_10_PC_LOANFROMDISQEOY,F9_10_ASSETS_LOANS_DISQUAL_EOY,30,"Loans and other receivables from disqualified persons, end of year",[ReceivablesFromDisqualPersons] Part X Line 6; [EOY] Part X Column (B),F990-PC-PART-10-LINE-06-EOY,F990-PC,PC,PART-10,Line 06 EOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartX/ReceivablesFromDisqualPersons/EOY,F9_10_PC_RFDPEOY,F9_10_ASSETS_LOANS_DISQUAL_EOY,30,Ending of year,,F990-PC-PART-10-LINE-06-EOY,F990-PC,PC,PART-10,Line 06 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/ReceivablesFromOfficersEtc/BOY,F9_10_PC_RCVBFROMOFFICBOY,F9_10_ASSETS_LOANS_OFF_BOY,26,"Loans and other receivables from officers, beginning of year",[ReceivablesFromOfficersEtc] Part X Line 5; [BOY] Part X Column (A),F990-PC-PART-10-LINE-05-BOY,F990-PC,PC,PART-10,Line 05 BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ReceivablesFromOfficersEtcGrp/BOYAmt,F9_10_PC_RCVBFROMOFFICBOY,F9_10_ASSETS_LOANS_OFF_BOY,26,"Loans and other receivables from officers, beginning of year",[ReceivablesFromOfficersEtcGrp] Part X Line 5; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-05-BOY,F990-PC,PC,PART-10,Line 05 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/ReceivablesFromOfficersEtc/BOY,F9_10_PC_RFOEBOY,F9_10_ASSETS_LOANS_OFF_BOY,26,Beginnning of year,,F990-PC-PART-10-LINE-05-BOY,F990-PC,PC,PART-10,Line 05 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/ReceivablesFromOfficersEtc/EOY,F9_10_PC_RCVBFROMOFFICEOY,F9_10_ASSETS_LOANS_OFF_EOY,26,"Loans and other receivables from officers, end of year",[ReceivablesFromOfficersEtc] Part X Line 5; [EOY] Part X Column (B),F990-PC-PART-10-LINE-05-EOY,F990-PC,PC,PART-10,Line 05 EOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ReceivablesFromOfficersEtcGrp/EOYAmt,F9_10_PC_RCVBFROMOFFICEOY,F9_10_ASSETS_LOANS_OFF_EOY,26,"Loans and other receivables from officers, end of year",[ReceivablesFromOfficersEtcGrp] Part X Line 5; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-05-EOY,F990-PC,PC,PART-10,Line 05 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/ReceivablesFromOfficersEtc/EOY,F9_10_PC_RFOEEOY,F9_10_ASSETS_LOANS_OFF_EOY,26,Ending of year,,F990-PC-PART-10-LINE-05-EOY,F990-PC,PC,PART-10,Line 05 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/OtherNotesLoansReceivableNet/BOY,F9_10_PC_NETNOTESRECEBOY,F9_10_ASSETS_NOTES_LOANS_NET_BOY,32,"Net notes and loans receivable, beginning of year",[OtherNotesLoansReceivableNet] Part X Line 7; [BOY] Part X Column (A),F990-PC-PART-10-LINE-07-BOY,F990-PC,PC,PART-10,Line 07 BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/OthNotesLoansReceivableNetGrp/BOYAmt,F9_10_PC_NETNOTESRECEBOY,F9_10_ASSETS_NOTES_LOANS_NET_BOY,32,"Net notes and loans receivable, beginning of year",[OthNotesLoansReceivableNetGrp] Part X Line 7; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-07-BOY,F990-PC,PC,PART-10,Line 07 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/OtherNotesLoansReceivableNet/BOY,F9_10_PC_ONLRNBOY,F9_10_ASSETS_NOTES_LOANS_NET_BOY,32,Beginnning of year,,F990-PC-PART-10-LINE-07-BOY,F990-PC,PC,PART-10,Line 07 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/OtherNotesLoansReceivableNet/EOY,F9_10_PC_NETNOTESRECEEOY,F9_10_ASSETS_NOTES_LOANS_NET_EOY,32,"Net notes and loans receivable, end of year",[OtherNotesLoansReceivableNet] Part X Line 7; [EOY] Part X Column (B),F990-PC-PART-10-LINE-07-EOY,F990-PC,PC,PART-10,Line 07 EOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/OthNotesLoansReceivableNetGrp/EOYAmt,F9_10_PC_NETNOTESRECEEOY,F9_10_ASSETS_NOTES_LOANS_NET_EOY,32,"Net notes and loans receivable, end of year",[OthNotesLoansReceivableNetGrp] Part X Line 7; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-07-EOY,F990-PC,PC,PART-10,Line 07 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/OtherNotesLoansReceivableNet/EOY,F9_10_PC_ONLRNEOY,F9_10_ASSETS_NOTES_LOANS_NET_EOY,32,Ending of year,,F990-PC-PART-10-LINE-07-EOY,F990-PC,PC,PART-10,Line 07 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990EZ/OtherAssetsTotalGrp/BOYAmt,F9_10_PZ_OTASTOBOOYY,F9_10_ASSETS_OTH_BOY,20,Other assets; beginning of year,,F990-EZ-PART-02-LINE-24-BOY,F990-EZ,EZ,PART-10,Line 24 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990EZ/OtherAssetsTotalDetail/BOYAmt,F9_10_PZ_OTHERASSETSBOY,F9_10_ASSETS_OTH_BOY,20,"Other assets, beginning of year",[OtherAssetsTotalDetail] Part II Line 24; [BOYAmt] Part II - Column (A),F990-EZ-PART-02-LINE-24-BOY,F990-EZ,EZ,PART-10,Line 24 BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/OtherAssetsTotal/BOY,F9_10_PZ_OTHERASSETSBOY,F9_10_ASSETS_OTH_BOY,20,"Other assets, beginning of year",[OtherAssetsTotal] Part II Line 24; [BOY] Part II - Column (A),F990-EZ-PART-02-LINE-24-BOY,F990-EZ,EZ,PART-10,Line 24 BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartX/OtherAssetsTotal/BOY,F9_10_PC_OTASTOBOOYY,F9_10_ASSETS_OTH_BOY,20,Beginnning of year,,F990-PC-PART-10-LINE-15-BOY,F990-PC,PC,PART-10,Line 15 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/OtherAssetsTotal/BOY,F9_10_PZ_OTHERASSETSBOY,F9_10_ASSETS_OTH_BOY,20,"Other assets, beginning of year",[OtherAssetsTotal] Part X Line 15; [BOY] Part X Column (A),F990-PC-PART-10-LINE-15-BOY,F990-PC,PC,PART-10,Line 15 BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/OtherAssetsTotalGrp/BOYAmt,F9_10_PZ_OTHERASSETSBOY,F9_10_ASSETS_OTH_BOY,20,"Other assets, beginning of year",[OtherAssetsTotalGrp] Part X Line 15; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-15-BOY,F990-PC,PC,PART-10,Line 15 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/OtherAssetsTotalDetail/EOYAmt,F9_10_PZ_OTHERASSETSEOY,F9_10_ASSETS_OTH_EOY,20,"Other assets, end of year",[OtherAssetsTotalDetail] Part II Line 24; [EOYAmt] Part II - Column (B),F990-EZ-PART-02-LINE-24-EOY,F990-EZ,EZ,PART-10,Line 24 EOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/OtherAssetsTotalGrp/EOYAmt,F9_10_PZ_OTASTOEOOYY,F9_10_ASSETS_OTH_EOY,20,Other assets; end of year,,F990-EZ-PART-02-LINE-24-EOY,F990-EZ,EZ,PART-10,Line 24 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990EZ/OtherAssetsTotal/EOY,F9_10_PZ_OTHERASSETSEOY,F9_10_ASSETS_OTH_EOY,20,"Other assets, end of year",[OtherAssetsTotal] Part II Line 24; [EOY] Part II - Column (B),F990-EZ-PART-02-LINE-24-EOY,F990-EZ,EZ,PART-10,Line 24 EOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartX/OtherAssetsTotal/EOY,F9_10_PC_OTASTOEOOYY,F9_10_ASSETS_OTH_EOY,20,Ending of year,,F990-PC-PART-10-LINE-15-EOY,F990-PC,PC,PART-10,Line 15 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/OtherAssetsTotal/EOY,F9_10_PZ_OTHERASSETSEOY,F9_10_ASSETS_OTH_EOY,20,"Other assets, end of year",[OtherAssetsTotal] Part X Line 15; [EOY] Part X Column (B),F990-PC-PART-10-LINE-15-EOY,F990-PC,PC,PART-10,Line 15 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/OtherAssetsTotalGrp/EOYAmt,F9_10_PZ_OTHERASSETSEOY,F9_10_ASSETS_OTH_EOY,20,"Other assets, end of year",[OtherAssetsTotalGrp] Part X Line 15; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-15-EOY,F990-PC,PC,PART-10,Line 15 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/PledgesAndGrantsReceivable/BOY,F9_10_PC_NETPLEDGESBOY,F9_10_ASSETS_PLEDGES_NET_BOY,28,"Net pledges and grants receivable, beginning of year",[PledgesAndGrantsReceivable] Part X Line 3; [BOY] Part X Column (A),F990-PC-PART-10-LINE-03-BOY,F990-PC,PC,PART-10,Line 03 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/PledgesAndGrantsReceivableGrp/BOYAmt,F9_10_PC_NETPLEDGESBOY,F9_10_ASSETS_PLEDGES_NET_BOY,28,"Net pledges and grants receivable, beginning of year",[PledgesAndGrantsReceivableGrp] Part X Line 3; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-03-BOY,F990-PC,PC,PART-10,Line 03 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/PledgesAndGrantsReceivable/BOY,F9_10_PC_PLGRREBOOYY,F9_10_ASSETS_PLEDGES_NET_BOY,28,Beginnning of year,,F990-PC-PART-10-LINE-03-BOY,F990-PC,PC,PART-10,Line 03 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/PledgesAndGrantsReceivable/EOY,F9_10_PC_NETPLEDGESEOY,F9_10_ASSETS_PLEDGES_NET_EOY,28,"Net pledges and grants receivable, end of year",[PledgesAndGrantsReceivable] Part X Line 3; [EOY] Part X Column (B),F990-PC-PART-10-LINE-03-EOY,F990-PC,PC,PART-10,Line 03 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/PledgesAndGrantsReceivableGrp/EOYAmt,F9_10_PC_NETPLEDGESEOY,F9_10_ASSETS_PLEDGES_NET_EOY,28,"Net pledges and grants receivable, end of year",[PledgesAndGrantsReceivableGrp] Part X Line 3; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-03-EOY,F990-PC,PC,PART-10,Line 03 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/PledgesAndGrantsReceivable/EOY,F9_10_PC_PLGRREEOOYY,F9_10_ASSETS_PLEDGES_NET_EOY,28,Ending of year,,F990-PC-PART-10-LINE-03-EOY,F990-PC,PC,PART-10,Line 03 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/SavingsAndTempCashInvestments/BOY,F9_10_PC_SAVINGINVESTING,F9_10_ASSETS_SAVINGS_BOY,24,"Savings and temporary cash investments, beginning of year",[SavingsAndTempCashInvestments] Part X Line 2; [BOY] Part X Column (A),F990-PC-PART-10-LINE-02-BOY,F990-PC,PC,PART-10,Line 02 BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/SavingsAndTempCashInvstGrp/BOYAmt,F9_10_PC_SAVINGINVESTING,F9_10_ASSETS_SAVINGS_BOY,24,"Savings and temporary cash investments, beginning of year",[SavingsAndTempCashInvstGrp] Part X Line 2; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-02-BOY,F990-PC,PC,PART-10,Line 02 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/SavingsAndTempCashInvestments/BOY,F9_10_PC_STCIBOY,F9_10_ASSETS_SAVINGS_BOY,24,Beginnning of year,,F990-PC-PART-10-LINE-02-BOY,F990-PC,PC,PART-10,Line 02 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/SavingsAndTempCashInvestments/EOY,F9_10_PC_SAVINGINVESTING,F9_10_ASSETS_SAVINGS_EOY,24,"Savings and temporary cash investments, end of year",[SavingsAndTempCashInvestments] Part X Line 2; [EOY] Part X Column (B),F990-PC-PART-10-LINE-02-EOY,F990-PC,PC,PART-10,Line 02 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
