Version,Source,Xpath,Type,Description,Line,MinOccur,MaxOccur
2021v4.2,IRS990EZ,Return/ReturnData/IRS990EZ/LoansToFromOfficersAmt,USAmountNNType,Loans to/from officers amount,Part V Line 38b,0,None
2021v4.2,IRS990EZ,Return/ReturnData/IRS990EZ/InitiationFeesAndCapContriAmt,USAmountNNType,501(c)(7) orgs: Initiation fees and capital contributions included on line 9,Part V Line 39a,0,None
2021v4.2,IRS990EZ,Return/ReturnData/IRS990EZ/BooksInCareOfDetail/PhoneNum,PhoneNumberType,Telephone number,Part V Line 42a,None,None
2021v4.2,IRS990EZ,Return/ReturnData/IRS990EZ/TaxImposedUnderIRC4911Amt,USAmountNNType,501(c)(3) Organizations: Amount of tax imposed on the organization furing the year under section 4911,Part V Line 40a,0,None
2021v4.2,IRS990EZ,Return/ReturnData/IRS990EZ/TaxImposedUnderIRC4912Amt,USAmountNNType,501(c)(3) Organizations: Amount of tax imposed on the organization furing the year under section 4912,Part V Line 40a,0,None
2021v4.2,IRS990EZ,Return/ReturnData/IRS990EZ/TaxImposedUnderIRC4955Amt,USAmountNNType,501(c)(3) Organizations: Amount of tax imposed on the organization furing the year under section 4955,Part V Line 40a,0,None
2021v4.2,IRS990EZ,Return/ReturnData/IRS990EZ/EngagedInExcessBenefitTransInd,BooleanType,"501(c)(3) and 501(c)(4) orgs: Did the organization engage in any section 4958 excess benefit transaction during the year, etc?",Part V Line 40b,0,None
2021v4.2,IRS990EZ,Return/ReturnData/IRS990EZ/TaxImposedOnOrganizationMgrAmt,USAmountNNType,"Amount of tax imposed on the organization managers etc during the year under sections 4912, 4955, and 4958",Part V Line 40c,0,None
2021v4.2,IRS990EZ,Return/ReturnData/IRS990EZ/ProhibitedTaxShelterTransInd,BooleanType,"At any time during the tax year, was the organization a party to a prohibited tax shelter transaction?",Part V Line 40e,0,None
2021v4.2,TransfersPersonalBenefitsContractsDeclaration,Return/ReturnData/TransferPrsnlBnftContractsDecl/DeclarationDesc,ExplanationType,Declaration,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/QualifyingDistriNotUsedDrtGrp/Year3Amt,USAmountNNType,Year 3,column (d),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/OrganizationDissolvedEtcInd,BooleanType,"Termination, etc.?",Part VI-A Line 5,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/InfluenceElectionInd,BooleanType,Influence Election?,Part VI-B Line 5a(2),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/GrantsToOrganizationsInd,BooleanType,Grants to Organizations?,Part VI-B Line 5a(4),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/QualifyingDistriMadeDrtGrp/CurrentYearAmt,USAmountType,Current Year,column (a),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/Section508eRqrSatisfiedInd,BooleanType,Requirements of Section 508(e)?,Part VI-A Line 6,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/GrantsToIndividualsInd,BooleanType,Grants to Individuals?,Part VI-B Line 5a(3),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/QualifyingDistriMadeDrtGrp/Year1Amt,USAmountType,Year 1,column (b),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/NewSubstantialContributorsInd,BooleanType,New Substantial Contributors?,Part VI-A Line 10,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/QualifyingDistriMadeDrtGrp/Year2Amt,USAmountType,Year 2,column (c),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalAssetsGrp/Year2Amt,USAmountType,Year 2,column (c),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/QualifyingDistriMadeDrtGrp/Year3Amt,USAmountType,Year 3,column (d),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/QualifyingDistriMadeDrtGrp/TotalAmt,USAmountType,Total,column (e),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/OrgReportOrRegisterStateCd,StateType,States Filed With,Part VI-A Line 8a,0,60
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/NoncharitablePurposeInd,BooleanType,Noncharitable Purpose?,Part VI-B Line 5a(5),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalAssetsGrp/CurrentYearAmt,USAmountType,Current Year,column (a),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalAssetsGrp/Year1Amt,USAmountType,Year 1,column (b),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/Form990PFFiledWithAttyGenInd,BooleanType,Form 990-PF Filed with Attorney General?,Part VI-A Line 8b,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/TransactionsFailToQlfyAsExcInd,BooleanType,Any Transactions Fail to Qualify as Exceptions?,Part VI-B Line 5b,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/MaintainedExpenditureRspnsInd,BooleanType,Maintained Expenditure Responsibility?,Part VI-B Line 5c,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalAssetsGrp/Year3Amt,USAmountType,Year 3,column (d),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/PrivateOperatingFoundationInd,BooleanType,Private Operating Foundation?,Part VI-A Line 9,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/RelyingCurrentNtcDsstrAsst1Ind,CheckboxType,Relying on Current Notice of Disaster Assistance,Part VI-B Line 5b,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalAssetsGrp/TotalAmt,USAmountType,Total,column (e),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/DonorAdvisedFundInd,BooleanType,Did the foundation make a distribution to a donor advised fund?,Part VI-A Line 12,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalAssetsSect4942j3BiGrp/CurrentYearAmt,USAmountType,Current Year,column (a),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalAssetsSect4942j3BiGrp/Year2Amt,USAmountType,Year 2,column (c),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalAssetsSect4942j3BiGrp/Year1Amt,USAmountType,Year 1,column (b),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalAssetsSect4942j3BiGrp/Year3Amt,USAmountType,Year 3,column (d),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/OwnControlledEntityInd,BooleanType,"At any time during the year, did the foundation, directly or indirectly, own a controlled entity within the meaning of section 51 2(b)(l3)?",Part VI-A Line 11,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/RcvFndsToPayPrsnlBnftCntrctInd,BooleanType,Receive Funds to Pay Premiums on a Personal Benefit Contract?,Part VI-B Line 6a,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/ComplyWithPublicInspRqrInd,BooleanType,Comply with Public Inspection Requirements?,Part VI-A Line 13,1,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/ProceedsOrNetIncomeInd,BooleanType,Proceeds Or Net Income?,Part VI-B Line 7b,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalAssetsSect4942j3BiGrp/TotalAmt,USAmountType,Total,column (e),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TransferScheduleDetail/LineNumberTxt,TextType,Line number,Part XVII Line 1d Column (a),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/WebsiteAddressTxt,LineExplanationType,Website Address,Part VI-A Line 13,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalSupportGrp/TotalAmt,USAmountType,Total,column (e),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/ProhibitedTaxShelterTransInd,BooleanType,Prohibited Tax Shelter Transaction?,Part VI-B Line 7a,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TransferScheduleDetail/TransfersTransAndShrArrngmDesc,ExplanationType,"Description of transfers, transactions, and sharing arrangements",Part XVII Line 1d Column (d),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/RlnOfActyToAccomOfExmptPrpsGrp/RlnOfActyToAccomOfExmptPrpsGrp/RelationshipStatementTxt,ShortExplanationType,Relationship statement,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TwoThirdsMinimumInvstRetGrp/Year1Amt,USAmountType,Year 1,column (b),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TwoThirdsMinimumInvstRetGrp/Year2Amt,USAmountType,Year 2,column (c),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/UndistributedIncomeGrp/ExcessFromYear4Amt,USAmountNNType,Excess from Year 4,Part XII Line 10a,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TwoThirdsMinimumInvstRetGrp/Year3Amt,USAmountType,Year 3,column (d),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TwoThirdsMinimumInvstRetGrp/TotalAmt,USAmountType,Total,column (e),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/UndistributedIncomeGrp/ExcessFromYear3Amt,USAmountNNType,Excess from Year 3,Part XII Line 10b,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/AnalysisIncomeProducingActyGrp/SubtotalsIncmProducingActyGrp/UnrelatedBusinessTaxblIncmAmt,USAmountType,Amount,Part XV-A - Column (B),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalSupportGrp/CurrentYearAmt,USAmountType,Current Year,column (a),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/AnalysisIncomeProducingActyGrp/SubtotalsIncmProducingActyGrp/ExclusionAmt,USAmountType,"Excluded by section 512, 513, or 514: Amount",Part XV-A - Column (D),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalSupportGrp/Year1Amt,USAmountType,Year 1,column (b),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/UndistributedIncomeGrp/ExcessFromYear2Amt,USAmountNNType,Excess from Year 2,Part XII Line 10c,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalSupportGrp/Year2Amt,USAmountType,Year 2,column (c),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/AnalysisIncomeProducingActyGrp/TotalIncomeProducingActyAmt,USAmountType,"Total (add line 104, columns (B), (D), and (E))",Part XV-A Line 13,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/TotalSupportGrp/Year3Amt,USAmountType,Year 3,column (d),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/UndistributedIncomeGrp/ExcessFromYear1Amt,USAmountNNType,Excess from Year 1,Part XII Line 10d,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/AnalysisIncomeProducingActyGrp/SubtotalsIncmProducingActyGrp/RelatedOrExemptFunctionIncmAmt,USAmountType,Related or exempt function income,Part XV-A - Column (E),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/RlnOfActyToAccomOfExmptPrpsGrp/RlnOfActyToAccomOfExmptPrpsGrp/LineNumberTxt,TextType,Line number,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationHighestPaidEmplGrp/USAddress/ZIPCd,ZIPCodeType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/RulingLetterDt,DateType,Date of Ruling Letter,Part V Line 1a,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/TaxExemptInterestAmt,USAmountNNType,Tax Exempt Interest Received,Part VI-A Line 15,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationHighestPaidEmplGrp/USAddress/AddressLine1Txt,StreetAddressType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationHighestPaidEmplGrp/USAddress/StateAbbreviationCd,StateType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/InvestmentIncomeExciseTaxAmt,USAmountNNType,Investment Income Excise Tax - amount,Part V Line 1,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/ForeignAccountsQuestionInd,BooleanType,"Interest or a signature or other authority over a bank, securities, or other financial account in a foreign country?",Part VI-A Line 16,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationHighestPaidEmplGrp/USAddress/AddressLine2Txt,StreetAddressType,None,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/SubtotalAmt,USAmountNNType,Subtotal (add lines 1 and 2),Part V Line 3,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationHighestPaidEmplGrp/ForeignAddress/CountryCd,CountryType,Country,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationHighestPaidEmplGrp/ForeignAddress/ProvinceOrStateNm,TextType,Province or state,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/NotApplicableCd,TextType,"Investment Income Excise Tax - ""N/A""",Part V Line 1,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/ForeignCountryCd,CountryType,Name of foreign country,Part VI-A Line 16,0,100
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationHighestPaidEmplGrp/ForeignAddress/ForeignPostalCd,TextType,Postal code,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/TaxUnderSection511Amt,USAmountType,Tax Under Section 511,Part V Line 2,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/SubtitleATaxAmt,USAmountNNType,Subtitle A Tax,Part V Line 4,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/SaleOrExchDisqualifiedPrsnInd,BooleanType,Sale or Exchange with a Disqualified Person?,Part VI-B Line 1a(1),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/ProvinceOrStateNm,TextType,Province or state,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/AddressLine1Txt,StreetAddressType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/TaxDueAmt,USAmountNNType,Tax Due,Part V Line 9,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/BrrwOrLendDisqualifiedPrsnInd,BooleanType,Borrow or Lend with a Disqualified Person?,Part VI-B Line 1a(2),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationHighestPaidEmplGrp/ForeignAddress/CityNm,StringType,City,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/CountryCd,CountryType,Country,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/UndistrIncmSect4942a2AppYr2Yr,YearType,Undistributed Income 4942(a)(2) Applied Year 2,Part VI-B Line 2c,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/TaxBasedOnInvestmentIncomeAmt,USAmountNNType,Tax Based on Investment Income,Part V Line 5,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/FurnGoodsDisqualifiedPrsnInd,BooleanType,"Furnished Goods, etc. with a Disqualified Person?",Part VI-B Line 1a(3),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/AddressLine2Txt,StreetAddressType,None,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/PayCompDisqualifiedPrsnInd,BooleanType,Pay Compensation to a Disqualified Person?,Part VI-B Line 1a(4),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/ForeignPostalCd,TextType,Postal code,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/EstimatedPlusOvpmtIncmTxAmt,USAmountNNType,Estimated Tax Payments and Overpayment Credited,Part V Line 6a,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/ZIPCd,ZIPCodeType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/LocationOfBooksForeignAddress/AddressLine1Txt,StreetAddressType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/ExemptFrgnOrgTaxWthldAtSrceAmt,USAmountNNType,Exempt foreign organizations - tax withheld at source,Part V Line 6b,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/TransferAstDisqualifiedPrsnInd,BooleanType,Transfer Assets to a Disqualified Person?,Part VI-B Line 1a(5),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/CityNm,StringType,City,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/ExtsnRequestIncomeTaxPaidAmt,USAmountNNType,Tax Paid with Extension,Part V Line 6c,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/CityNm,CityType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/LocationOfBooksUSAddress/StateAbbreviationCd,StateType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/PaymentToGovernmentOfficialInd,BooleanType,Payment to a Government Official?,Part VI-B Line 1a(6),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/LocationOfBooksForeignAddress/AddressLine2Txt,StreetAddressType,None,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/AddressLine1Txt,StreetAddressType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/BackupWithholdingWithheldAmt,USAmountNNType,Backup Withholding Erroneously Withheld,Part V Line 6d,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/ActsFailToQlfyAsExceptionsInd,BooleanType,Any Acts Fail to Qualify as Exceptions?,Part VI-B Line 1b,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/StateAbbreviationCd,StateType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/AddressLine2Txt,StreetAddressType,None,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/TotalPaymentsAndCreditsAmt,USAmountNNType,Total Credits and Payments,Part V Line 7,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/RelyingCurrentNtcDsstrAsstInd,CheckboxType,Relying on Current Notice of Disaster Assistance,Part VI-B Line 1b,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/PersonsWithBooksName/BusinessNameLine2Txt,BusinessNameLine2Type,None,None,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/PersonsWithBooksName/BusinessNameLine1Txt,BusinessNameLine1Type,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/OriginalReturnTaxPaidAmt,USAmountNNType,Tax Paid with the Original Return,Part V Line 7 Tax Paid with Orig Return,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/UncorrectedPriorActsInd,BooleanType,Uncorrected Prior Acts?,Part VI-B Line 1c,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/LocationOfBooksUSAddress/CityNm,CityType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/LocationOfBooksUSAddress/ZIPCd,ZIPCodeType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/OriginalReturnOverpaymentAmt,USAmountNegType,Original Return Overpayment,Part V Line 7 Orig Return Overpayment,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/UndistributedIncomePYInd,BooleanType,Undistributed Income Prior Years?,Part VI-B Line 2a,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActyGrp/LocationOfBooksUSAddress/AddressLine1Txt,StreetAddressType,None,None,None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/EsPenaltyAmt,USAmountNNType,Penalty for Underpayment,Part V Line 8,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/Form2220AttachedInd,CheckboxType,Indicates Form 2220 is attached,Part V Line 8,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/StatementsRegardingActy4720Grp/SubjToTaxRmnrtnExPrchtPymtInd,BooleanType,Subject to the section 4960 tax on remuneration or excess parachute payments?,Part VI-B Line 8,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/MortgagesAndNotesPayableEOYAmt,USAmountType,Mortgages and Notes Payable - End of Year - Book Value,Part II Line 21(b),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/TotalAssetsEOYFMVAmt,USAmountType,Total Assets - End of Year - Fair Market Value,Part II Line 16(c),1,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/AccountsPayableEOYAmt,USAmountType,Accounts Payable - End of Year - Book Value,Part II Line 17(b),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/DividendsRevAndExpnssAmt,USAmountNNType,Dividends and Interest from Securities - Revenue and Expenses per Books,Part I Line 4(a),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/AccountsPayableBOYAmt,USAmountType,Accounts Payable - Beginning of Year - Book Value,Part II Line 17(a),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/OfficerDirTrstKeyEmplGrp/PersonNm,PersonNameType,Person Name,Part VII Line 1(a),None,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/GrantsPayableBOYAmt,USAmountType,Grants Payable - Beginning of Year - Book Value,Part II Line 18(a),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/OfficerDirTrstKeyEmplGrp/EmployeeBenefitProgramAmt,USAmountNNType,Contributions to employee benefit plans and deferred compensation,Part VII Line 1(d),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationHighestPaidEmplGrp/EmployeeBenefitsAmt,USAmountNNType,Employee benefits,Part VII Line 2(d),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/SumOfProgramRelatedInvstGrp/TotalAmt,USAmountType,Total,Part VIII-B Total,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/RetainedEarningEOYAmt,USAmountType,Retained Earnings - End of Year - Book Value,Part II Line 28(b),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/SumOfProgramRelatedInvstGrp/Expenses2Amt,USAmountType,Amount 2,Part VIII-B Line 2,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/TotNetAstOrFundBalancesBOYAmt,USAmountType,Total Net Assets or Fund Balances - Beginning of Year - Book Value,Part II Line 29(a),0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/SumOfProgramRelatedInvstGrp/AllOtherProgramRltdInvstTotAmt,USAmountType,All Other Program-Related Investments Total,Part VIII-B Line 3,0,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/TotNetAstOrFundBalancesEOYAmt,USAmountType,Total Net Assets or Fund Balances - End of Year - Book Value,Part II Line 29(b),1,None
2021v4.2,IRS990PF,Return/ReturnData/IRS990PF/ChgInNetAssetsFundBalancesGrp/OtherIncreasesAmt,USAmountType,Other Increases,Part III Line 3,0,None
